# Assembly name:  Armbor1
# Organism name:  Armillaria borealis (basidiomycete fungi)
# Infraspecific name:  strain=FPL87.14
# Taxid:          47425
# BioSample:      SAMN10865533
# BioProject:     PRJNA519861
# Submitter:      DOE Joint Genome Institute
# Date:           2023-07-11
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    JAUEPT01
# Assembly method: Falcon v. 1.8.8
# Expected final version: no
# Genome coverage: 386.53x
# Sequencing technology: PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_030435635.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_030435645.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
EV421scaffold_74	unplaced-scaffold	na	na	JAUEPT010000074.1	<>	na	Primary Assembly	259783	na
EV421scaffold_75	unplaced-scaffold	na	na	JAUEPT010000075.1	<>	na	Primary Assembly	249861	na
EV421scaffold_76	unplaced-scaffold	na	na	JAUEPT010000076.1	<>	na	Primary Assembly	230596	na
EV421scaffold_77	unplaced-scaffold	na	na	JAUEPT010000077.1	<>	na	Primary Assembly	230399	na
EV421scaffold_78	unplaced-scaffold	na	na	JAUEPT010000078.1	<>	na	Primary Assembly	230164	na
EV421scaffold_79	unplaced-scaffold	na	na	JAUEPT010000079.1	<>	na	Primary Assembly	229308	na
EV421scaffold_80	unplaced-scaffold	na	na	JAUEPT010000080.1	<>	na	Primary Assembly	223384	na
EV421scaffold_81	unplaced-scaffold	na	na	JAUEPT010000081.1	<>	na	Primary Assembly	221532	na
EV421scaffold_82	unplaced-scaffold	na	na	JAUEPT010000082.1	<>	na	Primary Assembly	221272	na
EV421scaffold_83	unplaced-scaffold	na	na	JAUEPT010000083.1	<>	na	Primary Assembly	220970	na
EV421scaffold_84	unplaced-scaffold	na	na	JAUEPT010000084.1	<>	na	Primary Assembly	220326	na
EV421scaffold_85	unplaced-scaffold	na	na	JAUEPT010000085.1	<>	na	Primary Assembly	218963	na
EV421scaffold_86	unplaced-scaffold	na	na	JAUEPT010000086.1	<>	na	Primary Assembly	217336	na
EV421scaffold_87	unplaced-scaffold	na	na	JAUEPT010000087.1	<>	na	Primary Assembly	216838	na
EV421scaffold_88	unplaced-scaffold	na	na	JAUEPT010000088.1	<>	na	Primary Assembly	215617	na
EV421scaffold_89	unplaced-scaffold	na	na	JAUEPT010000089.1	<>	na	Primary Assembly	215445	na
EV421scaffold_90	unplaced-scaffold	na	na	JAUEPT010000090.1	<>	na	Primary Assembly	214649	na
EV421scaffold_91	unplaced-scaffold	na	na	JAUEPT010000091.1	<>	na	Primary Assembly	213864	na
EV421scaffold_92	unplaced-scaffold	na	na	JAUEPT010000092.1	<>	na	Primary Assembly	211119	na
EV421scaffold_93	unplaced-scaffold	na	na	JAUEPT010000093.1	<>	na	Primary Assembly	201975	na
EV421scaffold_94	unplaced-scaffold	na	na	JAUEPT010000094.1	<>	na	Primary Assembly	198839	na
EV421scaffold_95	unplaced-scaffold	na	na	JAUEPT010000095.1	<>	na	Primary Assembly	190226	na
EV421scaffold_96	unplaced-scaffold	na	na	JAUEPT010000096.1	<>	na	Primary Assembly	188648	na
EV421scaffold_97	unplaced-scaffold	na	na	JAUEPT010000097.1	<>	na	Primary Assembly	185867	na
EV421scaffold_98	unplaced-scaffold	na	na	JAUEPT010000098.1	<>	na	Primary Assembly	185432	na
EV421scaffold_99	unplaced-scaffold	na	na	JAUEPT010000099.1	<>	na	Primary Assembly	185247	na
EV421scaffold_100	unplaced-scaffold	na	na	JAUEPT010000100.1	<>	na	Primary Assembly	182047	na
EV421scaffold_101	unplaced-scaffold	na	na	JAUEPT010000101.1	<>	na	Primary Assembly	180137	na
EV421scaffold_102	unplaced-scaffold	na	na	JAUEPT010000102.1	<>	na	Primary Assembly	171689	na
EV421scaffold_103	unplaced-scaffold	na	na	JAUEPT010000103.1	<>	na	Primary Assembly	159006	na
EV421scaffold_104	unplaced-scaffold	na	na	JAUEPT010000104.1	<>	na	Primary Assembly	158561	na
EV421scaffold_105	unplaced-scaffold	na	na	JAUEPT010000105.1	<>	na	Primary Assembly	157930	na
EV421scaffold_106	unplaced-scaffold	na	na	JAUEPT010000106.1	<>	na	Primary Assembly	156600	na
EV421scaffold_107	unplaced-scaffold	na	na	JAUEPT010000107.1	<>	na	Primary Assembly	155110	na
EV421scaffold_108	unplaced-scaffold	na	na	JAUEPT010000108.1	<>	na	Primary Assembly	151679	na
EV421scaffold_109	unplaced-scaffold	na	na	JAUEPT010000109.1	<>	na	Primary Assembly	148796	na
EV421scaffold_110	unplaced-scaffold	na	na	JAUEPT010000110.1	<>	na	Primary Assembly	147111	na
EV421scaffold_111	unplaced-scaffold	na	na	JAUEPT010000111.1	<>	na	Primary Assembly	146659	na
EV421scaffold_112	unplaced-scaffold	na	na	JAUEPT010000112.1	<>	na	Primary Assembly	144959	na
EV421scaffold_113	unplaced-scaffold	na	na	JAUEPT010000113.1	<>	na	Primary Assembly	143400	na
EV421scaffold_114	unplaced-scaffold	na	na	JAUEPT010000114.1	<>	na	Primary Assembly	143054	na
EV421scaffold_115	unplaced-scaffold	na	na	JAUEPT010000115.1	<>	na	Primary Assembly	142397	na
EV421scaffold_116	unplaced-scaffold	na	na	JAUEPT010000116.1	<>	na	Primary Assembly	140327	na
EV421scaffold_117	unplaced-scaffold	na	na	JAUEPT010000117.1	<>	na	Primary Assembly	136718	na
EV421scaffold_118	unplaced-scaffold	na	na	JAUEPT010000118.1	<>	na	Primary Assembly	136009	na
EV421scaffold_119	unplaced-scaffold	na	na	JAUEPT010000119.1	<>	na	Primary Assembly	135312	na
EV421scaffold_120	unplaced-scaffold	na	na	JAUEPT010000120.1	<>	na	Primary Assembly	129038	na
EV421scaffold_121	unplaced-scaffold	na	na	JAUEPT010000121.1	<>	na	Primary Assembly	126225	na
EV421scaffold_122	unplaced-scaffold	na	na	JAUEPT010000122.1	<>	na	Primary Assembly	124015	na
EV421scaffold_123	unplaced-scaffold	na	na	JAUEPT010000123.1	<>	na	Primary Assembly	122536	na
EV421scaffold_124	unplaced-scaffold	na	na	JAUEPT010000124.1	<>	na	Primary Assembly	121530	na
EV421scaffold_125	unplaced-scaffold	na	na	JAUEPT010000125.1	<>	na	Primary Assembly	120457	na
EV421scaffold_126	unplaced-scaffold	na	na	JAUEPT010000126.1	<>	na	Primary Assembly	114538	na
EV421scaffold_127	unplaced-scaffold	na	na	JAUEPT010000127.1	<>	na	Primary Assembly	112781	na
EV421scaffold_128	unplaced-scaffold	na	na	JAUEPT010000128.1	<>	na	Primary Assembly	110307	na
EV421scaffold_129	unplaced-scaffold	na	na	JAUEPT010000129.1	<>	na	Primary Assembly	110064	na
EV421scaffold_130	unplaced-scaffold	na	na	JAUEPT010000130.1	<>	na	Primary Assembly	105680	na
EV421scaffold_131	unplaced-scaffold	na	na	JAUEPT010000131.1	<>	na	Primary Assembly	98608	na
EV421scaffold_132	unplaced-scaffold	na	na	JAUEPT010000132.1	<>	na	Primary Assembly	97532	na
EV421scaffold_133	unplaced-scaffold	na	na	JAUEPT010000133.1	<>	na	Primary Assembly	96946	na
EV421scaffold_134	unplaced-scaffold	na	na	JAUEPT010000134.1	<>	na	Primary Assembly	96847	na
EV421scaffold_135	unplaced-scaffold	na	na	JAUEPT010000135.1	<>	na	Primary Assembly	94043	na
EV421scaffold_136	unplaced-scaffold	na	na	JAUEPT010000136.1	<>	na	Primary Assembly	93683	na
EV421scaffold_137	unplaced-scaffold	na	na	JAUEPT010000137.1	<>	na	Primary Assembly	93251	na
EV421scaffold_138	unplaced-scaffold	na	na	JAUEPT010000138.1	<>	na	Primary Assembly	93023	na
EV421scaffold_139	unplaced-scaffold	na	na	JAUEPT010000139.1	<>	na	Primary Assembly	92504	na
EV421scaffold_140	unplaced-scaffold	na	na	JAUEPT010000140.1	<>	na	Primary Assembly	92316	na
EV421scaffold_141	unplaced-scaffold	na	na	JAUEPT010000141.1	<>	na	Primary Assembly	90238	na
EV421scaffold_142	unplaced-scaffold	na	na	JAUEPT010000142.1	<>	na	Primary Assembly	89946	na
EV421scaffold_143	unplaced-scaffold	na	na	JAUEPT010000143.1	<>	na	Primary Assembly	89367	na
EV421scaffold_144	unplaced-scaffold	na	na	JAUEPT010000144.1	<>	na	Primary Assembly	88822	na
EV421scaffold_145	unplaced-scaffold	na	na	JAUEPT010000145.1	<>	na	Primary Assembly	86824	na
EV421scaffold_146	unplaced-scaffold	na	na	JAUEPT010000146.1	<>	na	Primary Assembly	85636	na
EV421scaffold_147	unplaced-scaffold	na	na	JAUEPT010000147.1	<>	na	Primary Assembly	85120	na
EV421scaffold_148	unplaced-scaffold	na	na	JAUEPT010000148.1	<>	na	Primary Assembly	83263	na
EV421scaffold_149	unplaced-scaffold	na	na	JAUEPT010000149.1	<>	na	Primary Assembly	82753	na
EV421scaffold_150	unplaced-scaffold	na	na	JAUEPT010000150.1	<>	na	Primary Assembly	82172	na
EV421scaffold_151	unplaced-scaffold	na	na	JAUEPT010000151.1	<>	na	Primary Assembly	81518	na
EV421scaffold_152	unplaced-scaffold	na	na	JAUEPT010000152.1	<>	na	Primary Assembly	81063	na
EV421scaffold_153	unplaced-scaffold	na	na	JAUEPT010000153.1	<>	na	Primary Assembly	79591	na
EV421scaffold_154	unplaced-scaffold	na	na	JAUEPT010000154.1	<>	na	Primary Assembly	78900	na
EV421scaffold_155	unplaced-scaffold	na	na	JAUEPT010000155.1	<>	na	Primary Assembly	78636	na
EV421scaffold_156	unplaced-scaffold	na	na	JAUEPT010000156.1	<>	na	Primary Assembly	77998	na
EV421scaffold_157	unplaced-scaffold	na	na	JAUEPT010000157.1	<>	na	Primary Assembly	77422	na
EV421scaffold_158	unplaced-scaffold	na	na	JAUEPT010000158.1	<>	na	Primary Assembly	77260	na
EV421scaffold_159	unplaced-scaffold	na	na	JAUEPT010000159.1	<>	na	Primary Assembly	76042	na
EV421scaffold_160	unplaced-scaffold	na	na	JAUEPT010000160.1	<>	na	Primary Assembly	75262	na
EV421scaffold_161	unplaced-scaffold	na	na	JAUEPT010000161.1	<>	na	Primary Assembly	74994	na
EV421scaffold_162	unplaced-scaffold	na	na	JAUEPT010000162.1	<>	na	Primary Assembly	74984	na
EV421scaffold_163	unplaced-scaffold	na	na	JAUEPT010000163.1	<>	na	Primary Assembly	74077	na
EV421scaffold_164	unplaced-scaffold	na	na	JAUEPT010000164.1	<>	na	Primary Assembly	73673	na
EV421scaffold_165	unplaced-scaffold	na	na	JAUEPT010000165.1	<>	na	Primary Assembly	72825	na
EV421scaffold_166	unplaced-scaffold	na	na	JAUEPT010000166.1	<>	na	Primary Assembly	72717	na
EV421scaffold_167	unplaced-scaffold	na	na	JAUEPT010000167.1	<>	na	Primary Assembly	71969	na
EV421scaffold_168	unplaced-scaffold	na	na	JAUEPT010000168.1	<>	na	Primary Assembly	71542	na
EV421scaffold_169	unplaced-scaffold	na	na	JAUEPT010000169.1	<>	na	Primary Assembly	70807	na
EV421scaffold_170	unplaced-scaffold	na	na	JAUEPT010000170.1	<>	na	Primary Assembly	68995	na
EV421scaffold_171	unplaced-scaffold	na	na	JAUEPT010000171.1	<>	na	Primary Assembly	68959	na
EV421scaffold_172	unplaced-scaffold	na	na	JAUEPT010000172.1	<>	na	Primary Assembly	67824	na
EV421scaffold_173	unplaced-scaffold	na	na	JAUEPT010000173.1	<>	na	Primary Assembly	67597	na
EV421scaffold_174	unplaced-scaffold	na	na	JAUEPT010000174.1	<>	na	Primary Assembly	67355	na
EV421scaffold_175	unplaced-scaffold	na	na	JAUEPT010000175.1	<>	na	Primary Assembly	66831	na
EV421scaffold_176	unplaced-scaffold	na	na	JAUEPT010000176.1	<>	na	Primary Assembly	66656	na
EV421scaffold_177	unplaced-scaffold	na	na	JAUEPT010000177.1	<>	na	Primary Assembly	66003	na
EV421scaffold_178	unplaced-scaffold	na	na	JAUEPT010000178.1	<>	na	Primary Assembly	65977	na
EV421scaffold_179	unplaced-scaffold	na	na	JAUEPT010000179.1	<>	na	Primary Assembly	65507	na
EV421scaffold_180	unplaced-scaffold	na	na	JAUEPT010000180.1	<>	na	Primary Assembly	64337	na
EV421scaffold_181	unplaced-scaffold	na	na	JAUEPT010000181.1	<>	na	Primary Assembly	64315	na
EV421scaffold_182	unplaced-scaffold	na	na	JAUEPT010000182.1	<>	na	Primary Assembly	64171	na
EV421scaffold_183	unplaced-scaffold	na	na	JAUEPT010000183.1	<>	na	Primary Assembly	63392	na
EV421scaffold_184	unplaced-scaffold	na	na	JAUEPT010000184.1	<>	na	Primary Assembly	63121	na
EV421scaffold_185	unplaced-scaffold	na	na	JAUEPT010000185.1	<>	na	Primary Assembly	63052	na
EV421scaffold_186	unplaced-scaffold	na	na	JAUEPT010000186.1	<>	na	Primary Assembly	62836	na
EV421scaffold_187	unplaced-scaffold	na	na	JAUEPT010000187.1	<>	na	Primary Assembly	62770	na
EV421scaffold_188	unplaced-scaffold	na	na	JAUEPT010000188.1	<>	na	Primary Assembly	62115	na
EV421scaffold_189	unplaced-scaffold	na	na	JAUEPT010000189.1	<>	na	Primary Assembly	61400	na
EV421scaffold_190	unplaced-scaffold	na	na	JAUEPT010000190.1	<>	na	Primary Assembly	60891	na
EV421scaffold_191	unplaced-scaffold	na	na	JAUEPT010000191.1	<>	na	Primary Assembly	60069	na
EV421scaffold_192	unplaced-scaffold	na	na	JAUEPT010000192.1	<>	na	Primary Assembly	58234	na
EV421scaffold_193	unplaced-scaffold	na	na	JAUEPT010000193.1	<>	na	Primary Assembly	57601	na
EV421scaffold_194	unplaced-scaffold	na	na	JAUEPT010000194.1	<>	na	Primary Assembly	57287	na
EV421scaffold_195	unplaced-scaffold	na	na	JAUEPT010000195.1	<>	na	Primary Assembly	56939	na
EV421scaffold_196	unplaced-scaffold	na	na	JAUEPT010000196.1	<>	na	Primary Assembly	56830	na
EV421scaffold_197	unplaced-scaffold	na	na	JAUEPT010000197.1	<>	na	Primary Assembly	56288	na
EV421scaffold_198	unplaced-scaffold	na	na	JAUEPT010000198.1	<>	na	Primary Assembly	56268	na
EV421scaffold_199	unplaced-scaffold	na	na	JAUEPT010000199.1	<>	na	Primary Assembly	56190	na
EV421scaffold_200	unplaced-scaffold	na	na	JAUEPT010000200.1	<>	na	Primary Assembly	56134	na
EV421scaffold_201	unplaced-scaffold	na	na	JAUEPT010000201.1	<>	na	Primary Assembly	55978	na
EV421scaffold_202	unplaced-scaffold	na	na	JAUEPT010000202.1	<>	na	Primary Assembly	55822	na
EV421scaffold_203	unplaced-scaffold	na	na	JAUEPT010000203.1	<>	na	Primary Assembly	55693	na
EV421scaffold_204	unplaced-scaffold	na	na	JAUEPT010000204.1	<>	na	Primary Assembly	54987	na
EV421scaffold_205	unplaced-scaffold	na	na	JAUEPT010000205.1	<>	na	Primary Assembly	54983	na
EV421scaffold_206	unplaced-scaffold	na	na	JAUEPT010000206.1	<>	na	Primary Assembly	54824	na
EV421scaffold_207	unplaced-scaffold	na	na	JAUEPT010000207.1	<>	na	Primary Assembly	54244	na
EV421scaffold_208	unplaced-scaffold	na	na	JAUEPT010000208.1	<>	na	Primary Assembly	54189	na
EV421scaffold_209	unplaced-scaffold	na	na	JAUEPT010000209.1	<>	na	Primary Assembly	53164	na
EV421scaffold_210	unplaced-scaffold	na	na	JAUEPT010000210.1	<>	na	Primary Assembly	53053	na
EV421scaffold_211	unplaced-scaffold	na	na	JAUEPT010000211.1	<>	na	Primary Assembly	52967	na
EV421scaffold_212	unplaced-scaffold	na	na	JAUEPT010000212.1	<>	na	Primary Assembly	52785	na
EV421scaffold_213	unplaced-scaffold	na	na	JAUEPT010000213.1	<>	na	Primary Assembly	52722	na
EV421scaffold_214	unplaced-scaffold	na	na	JAUEPT010000214.1	<>	na	Primary Assembly	52410	na
EV421scaffold_215	unplaced-scaffold	na	na	JAUEPT010000215.1	<>	na	Primary Assembly	52342	na
EV421scaffold_216	unplaced-scaffold	na	na	JAUEPT010000216.1	<>	na	Primary Assembly	52333	na
EV421scaffold_217	unplaced-scaffold	na	na	JAUEPT010000217.1	<>	na	Primary Assembly	51584	na
EV421scaffold_218	unplaced-scaffold	na	na	JAUEPT010000218.1	<>	na	Primary Assembly	51530	na
EV421scaffold_219	unplaced-scaffold	na	na	JAUEPT010000219.1	<>	na	Primary Assembly	51085	na
EV421scaffold_220	unplaced-scaffold	na	na	JAUEPT010000220.1	<>	na	Primary Assembly	50783	na
EV421scaffold_221	unplaced-scaffold	na	na	JAUEPT010000221.1	<>	na	Primary Assembly	50757	na
EV421scaffold_222	unplaced-scaffold	na	na	JAUEPT010000222.1	<>	na	Primary Assembly	50747	na
EV421scaffold_223	unplaced-scaffold	na	na	JAUEPT010000223.1	<>	na	Primary Assembly	50704	na
EV421scaffold_224	unplaced-scaffold	na	na	JAUEPT010000224.1	<>	na	Primary Assembly	50645	na
EV421scaffold_225	unplaced-scaffold	na	na	JAUEPT010000225.1	<>	na	Primary Assembly	50554	na
EV421scaffold_226	unplaced-scaffold	na	na	JAUEPT010000226.1	<>	na	Primary Assembly	48698	na
EV421scaffold_227	unplaced-scaffold	na	na	JAUEPT010000227.1	<>	na	Primary Assembly	48687	na
EV421scaffold_228	unplaced-scaffold	na	na	JAUEPT010000228.1	<>	na	Primary Assembly	48657	na
EV421scaffold_229	unplaced-scaffold	na	na	JAUEPT010000229.1	<>	na	Primary Assembly	48472	na
EV421scaffold_230	unplaced-scaffold	na	na	JAUEPT010000230.1	<>	na	Primary Assembly	48182	na
EV421scaffold_231	unplaced-scaffold	na	na	JAUEPT010000231.1	<>	na	Primary Assembly	48033	na
EV421scaffold_232	unplaced-scaffold	na	na	JAUEPT010000232.1	<>	na	Primary Assembly	48018	na
EV421scaffold_233	unplaced-scaffold	na	na	JAUEPT010000233.1	<>	na	Primary Assembly	47633	na
EV421scaffold_234	unplaced-scaffold	na	na	JAUEPT010000234.1	<>	na	Primary Assembly	46989	na
EV421scaffold_235	unplaced-scaffold	na	na	JAUEPT010000235.1	<>	na	Primary Assembly	46593	na
EV421scaffold_236	unplaced-scaffold	na	na	JAUEPT010000236.1	<>	na	Primary Assembly	45960	na
EV421scaffold_237	unplaced-scaffold	na	na	JAUEPT010000237.1	<>	na	Primary Assembly	45709	na
EV421scaffold_238	unplaced-scaffold	na	na	JAUEPT010000238.1	<>	na	Primary Assembly	45494	na
EV421scaffold_239	unplaced-scaffold	na	na	JAUEPT010000239.1	<>	na	Primary Assembly	45197	na
