# Assembly name:  Armmel1
# Organism name:  Armillaria mellea (basidiomycete fungi)
# Infraspecific name:  strain=ELDO17
# Taxid:          47429
# BioSample:      SAMN12812551
# BioProject:     PRJNA571622
# Submitter:      DOE Joint Genome Institute
# Date:           2023-07-05
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    JAUDZF01
# Assembly method: Falcon v. 1.2.3
# Expected final version: no
# Genome coverage: 125.27x
# Sequencing technology: PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_030407055.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_030407155.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
F5146scaffold_12	unplaced-scaffold	na	na	JAUDZF010000012.1	<>	na	Primary Assembly	1605763	na
F5146scaffold_120	unplaced-scaffold	na	na	JAUDZF010000120.1	<>	na	Primary Assembly	54103	na
F5146scaffold_121	unplaced-scaffold	na	na	JAUDZF010000121.1	<>	na	Primary Assembly	54070	na
F5146scaffold_122	unplaced-scaffold	na	na	JAUDZF010000122.1	<>	na	Primary Assembly	53535	na
F5146scaffold_123	unplaced-scaffold	na	na	JAUDZF010000123.1	<>	na	Primary Assembly	53424	na
F5146scaffold_124	unplaced-scaffold	na	na	JAUDZF010000124.1	<>	na	Primary Assembly	53390	na
F5146scaffold_125	unplaced-scaffold	na	na	JAUDZF010000125.1	<>	na	Primary Assembly	53372	na
F5146scaffold_126	unplaced-scaffold	na	na	JAUDZF010000126.1	<>	na	Primary Assembly	53275	na
F5146scaffold_127	unplaced-scaffold	na	na	JAUDZF010000127.1	<>	na	Primary Assembly	53063	na
F5146scaffold_128	unplaced-scaffold	na	na	JAUDZF010000128.1	<>	na	Primary Assembly	52831	na
F5146scaffold_129	unplaced-scaffold	na	na	JAUDZF010000129.1	<>	na	Primary Assembly	52595	na
F5146scaffold_13	unplaced-scaffold	na	na	JAUDZF010000013.1	<>	na	Primary Assembly	883265	na
F5146scaffold_130	unplaced-scaffold	na	na	JAUDZF010000130.1	<>	na	Primary Assembly	52566	na
F5146scaffold_131	unplaced-scaffold	na	na	JAUDZF010000131.1	<>	na	Primary Assembly	52462	na
F5146scaffold_132	unplaced-scaffold	na	na	JAUDZF010000132.1	<>	na	Primary Assembly	51838	na
F5146scaffold_133	unplaced-scaffold	na	na	JAUDZF010000133.1	<>	na	Primary Assembly	51833	na
F5146scaffold_134	unplaced-scaffold	na	na	JAUDZF010000134.1	<>	na	Primary Assembly	51656	na
F5146scaffold_135	unplaced-scaffold	na	na	JAUDZF010000135.1	<>	na	Primary Assembly	51389	na
F5146scaffold_136	unplaced-scaffold	na	na	JAUDZF010000136.1	<>	na	Primary Assembly	50835	na
F5146scaffold_137	unplaced-scaffold	na	na	JAUDZF010000137.1	<>	na	Primary Assembly	50651	na
F5146scaffold_138	unplaced-scaffold	na	na	JAUDZF010000138.1	<>	na	Primary Assembly	50437	na
F5146scaffold_139	unplaced-scaffold	na	na	JAUDZF010000139.1	<>	na	Primary Assembly	50401	na
F5146scaffold_14	unplaced-scaffold	na	na	JAUDZF010000014.1	<>	na	Primary Assembly	862991	na
F5146scaffold_140	unplaced-scaffold	na	na	JAUDZF010000140.1	<>	na	Primary Assembly	50275	na
F5146scaffold_141	unplaced-scaffold	na	na	JAUDZF010000141.1	<>	na	Primary Assembly	50100	na
F5146scaffold_142	unplaced-scaffold	na	na	JAUDZF010000142.1	<>	na	Primary Assembly	49910	na
F5146scaffold_143	unplaced-scaffold	na	na	JAUDZF010000143.1	<>	na	Primary Assembly	49289	na
F5146scaffold_144	unplaced-scaffold	na	na	JAUDZF010000144.1	<>	na	Primary Assembly	49046	na
F5146scaffold_145	unplaced-scaffold	na	na	JAUDZF010000145.1	<>	na	Primary Assembly	48806	na
F5146scaffold_146	unplaced-scaffold	na	na	JAUDZF010000146.1	<>	na	Primary Assembly	48768	na
F5146scaffold_147	unplaced-scaffold	na	na	JAUDZF010000147.1	<>	na	Primary Assembly	48530	na
F5146scaffold_148	unplaced-scaffold	na	na	JAUDZF010000148.1	<>	na	Primary Assembly	48205	na
F5146scaffold_149	unplaced-scaffold	na	na	JAUDZF010000149.1	<>	na	Primary Assembly	48080	na
F5146scaffold_15	unplaced-scaffold	na	na	JAUDZF010000015.1	<>	na	Primary Assembly	741055	na
F5146scaffold_150	unplaced-scaffold	na	na	JAUDZF010000150.1	<>	na	Primary Assembly	47410	na
F5146scaffold_151	unplaced-scaffold	na	na	JAUDZF010000151.1	<>	na	Primary Assembly	47203	na
F5146scaffold_152	unplaced-scaffold	na	na	JAUDZF010000152.1	<>	na	Primary Assembly	47029	na
F5146scaffold_153	unplaced-scaffold	na	na	JAUDZF010000153.1	<>	na	Primary Assembly	46746	na
F5146scaffold_154	unplaced-scaffold	na	na	JAUDZF010000154.1	<>	na	Primary Assembly	46047	na
F5146scaffold_155	unplaced-scaffold	na	na	JAUDZF010000155.1	<>	na	Primary Assembly	45949	na
F5146scaffold_156	unplaced-scaffold	na	na	JAUDZF010000156.1	<>	na	Primary Assembly	45892	na
F5146scaffold_157	unplaced-scaffold	na	na	JAUDZF010000157.1	<>	na	Primary Assembly	45677	na
F5146scaffold_158	unplaced-scaffold	na	na	JAUDZF010000158.1	<>	na	Primary Assembly	45268	na
F5146scaffold_159	unplaced-scaffold	na	na	JAUDZF010000159.1	<>	na	Primary Assembly	45251	na
F5146scaffold_16	unplaced-scaffold	na	na	JAUDZF010000016.1	<>	na	Primary Assembly	654521	na
F5146scaffold_160	unplaced-scaffold	na	na	JAUDZF010000160.1	<>	na	Primary Assembly	45196	na
F5146scaffold_161	unplaced-scaffold	na	na	JAUDZF010000161.1	<>	na	Primary Assembly	44989	na
F5146scaffold_162	unplaced-scaffold	na	na	JAUDZF010000162.1	<>	na	Primary Assembly	44904	na
F5146scaffold_163	unplaced-scaffold	na	na	JAUDZF010000163.1	<>	na	Primary Assembly	44506	na
F5146scaffold_164	unplaced-scaffold	na	na	JAUDZF010000164.1	<>	na	Primary Assembly	44420	na
F5146scaffold_165	unplaced-scaffold	na	na	JAUDZF010000165.1	<>	na	Primary Assembly	44322	na
F5146scaffold_166	unplaced-scaffold	na	na	JAUDZF010000166.1	<>	na	Primary Assembly	43688	na
F5146scaffold_167	unplaced-scaffold	na	na	JAUDZF010000167.1	<>	na	Primary Assembly	43572	na
F5146scaffold_168	unplaced-scaffold	na	na	JAUDZF010000168.1	<>	na	Primary Assembly	42834	na
F5146scaffold_169	unplaced-scaffold	na	na	JAUDZF010000169.1	<>	na	Primary Assembly	42371	na
F5146scaffold_17	unplaced-scaffold	na	na	JAUDZF010000017.1	<>	na	Primary Assembly	603239	na
F5146scaffold_170	unplaced-scaffold	na	na	JAUDZF010000170.1	<>	na	Primary Assembly	42176	na
F5146scaffold_171	unplaced-scaffold	na	na	JAUDZF010000171.1	<>	na	Primary Assembly	41806	na
F5146scaffold_172	unplaced-scaffold	na	na	JAUDZF010000172.1	<>	na	Primary Assembly	41791	na
F5146scaffold_173	unplaced-scaffold	na	na	JAUDZF010000173.1	<>	na	Primary Assembly	41508	na
F5146scaffold_174	unplaced-scaffold	na	na	JAUDZF010000174.1	<>	na	Primary Assembly	40940	na
F5146scaffold_175	unplaced-scaffold	na	na	JAUDZF010000175.1	<>	na	Primary Assembly	40345	na
F5146scaffold_176	unplaced-scaffold	na	na	JAUDZF010000176.1	<>	na	Primary Assembly	40317	na
F5146scaffold_177	unplaced-scaffold	na	na	JAUDZF010000177.1	<>	na	Primary Assembly	40144	na
F5146scaffold_178	unplaced-scaffold	na	na	JAUDZF010000178.1	<>	na	Primary Assembly	40060	na
F5146scaffold_179	unplaced-scaffold	na	na	JAUDZF010000179.1	<>	na	Primary Assembly	40055	na
F5146scaffold_18	unplaced-scaffold	na	na	JAUDZF010000018.1	<>	na	Primary Assembly	557031	na
F5146scaffold_180	unplaced-scaffold	na	na	JAUDZF010000180.1	<>	na	Primary Assembly	39919	na
F5146scaffold_181	unplaced-scaffold	na	na	JAUDZF010000181.1	<>	na	Primary Assembly	39826	na
F5146scaffold_182	unplaced-scaffold	na	na	JAUDZF010000182.1	<>	na	Primary Assembly	39663	na
F5146scaffold_183	unplaced-scaffold	na	na	JAUDZF010000183.1	<>	na	Primary Assembly	39600	na
F5146scaffold_184	unplaced-scaffold	na	na	JAUDZF010000184.1	<>	na	Primary Assembly	39177	na
F5146scaffold_185	unplaced-scaffold	na	na	JAUDZF010000185.1	<>	na	Primary Assembly	39151	na
F5146scaffold_186	unplaced-scaffold	na	na	JAUDZF010000186.1	<>	na	Primary Assembly	39025	na
F5146scaffold_187	unplaced-scaffold	na	na	JAUDZF010000187.1	<>	na	Primary Assembly	38986	na
F5146scaffold_188	unplaced-scaffold	na	na	JAUDZF010000188.1	<>	na	Primary Assembly	38919	na
F5146scaffold_189	unplaced-scaffold	na	na	JAUDZF010000189.1	<>	na	Primary Assembly	38903	na
F5146scaffold_19	unplaced-scaffold	na	na	JAUDZF010000019.1	<>	na	Primary Assembly	504029	na
F5146scaffold_190	unplaced-scaffold	na	na	JAUDZF010000190.1	<>	na	Primary Assembly	38797	na
F5146scaffold_191	unplaced-scaffold	na	na	JAUDZF010000191.1	<>	na	Primary Assembly	38325	na
F5146scaffold_192	unplaced-scaffold	na	na	JAUDZF010000192.1	<>	na	Primary Assembly	37541	na
F5146scaffold_193	unplaced-scaffold	na	na	JAUDZF010000193.1	<>	na	Primary Assembly	36624	na
F5146scaffold_194	unplaced-scaffold	na	na	JAUDZF010000194.1	<>	na	Primary Assembly	36318	na
F5146scaffold_195	unplaced-scaffold	na	na	JAUDZF010000195.1	<>	na	Primary Assembly	36276	na
F5146scaffold_196	unplaced-scaffold	na	na	JAUDZF010000196.1	<>	na	Primary Assembly	35977	na
F5146scaffold_197	unplaced-scaffold	na	na	JAUDZF010000197.1	<>	na	Primary Assembly	35550	na
F5146scaffold_198	unplaced-scaffold	na	na	JAUDZF010000198.1	<>	na	Primary Assembly	35498	na
F5146scaffold_199	unplaced-scaffold	na	na	JAUDZF010000199.1	<>	na	Primary Assembly	35370	na
F5146scaffold_2	unplaced-scaffold	na	na	JAUDZF010000002.1	<>	na	Primary Assembly	5009859	na
F5146scaffold_20	unplaced-scaffold	na	na	JAUDZF010000020.1	<>	na	Primary Assembly	410298	na
F5146scaffold_200	unplaced-scaffold	na	na	JAUDZF010000200.1	<>	na	Primary Assembly	35244	na
F5146scaffold_201	unplaced-scaffold	na	na	JAUDZF010000201.1	<>	na	Primary Assembly	35161	na
F5146scaffold_202	unplaced-scaffold	na	na	JAUDZF010000202.1	<>	na	Primary Assembly	35091	na
F5146scaffold_203	unplaced-scaffold	na	na	JAUDZF010000203.1	<>	na	Primary Assembly	35036	na
F5146scaffold_204	unplaced-scaffold	na	na	JAUDZF010000204.1	<>	na	Primary Assembly	34995	na
F5146scaffold_205	unplaced-scaffold	na	na	JAUDZF010000205.1	<>	na	Primary Assembly	34777	na
F5146scaffold_206	unplaced-scaffold	na	na	JAUDZF010000206.1	<>	na	Primary Assembly	34623	na
F5146scaffold_207	unplaced-scaffold	na	na	JAUDZF010000207.1	<>	na	Primary Assembly	34248	na
F5146scaffold_208	unplaced-scaffold	na	na	JAUDZF010000208.1	<>	na	Primary Assembly	34150	na
F5146scaffold_209	unplaced-scaffold	na	na	JAUDZF010000209.1	<>	na	Primary Assembly	34133	na
F5146scaffold_21	unplaced-scaffold	na	na	JAUDZF010000021.1	<>	na	Primary Assembly	342396	na
F5146scaffold_210	unplaced-scaffold	na	na	JAUDZF010000210.1	<>	na	Primary Assembly	34087	na
F5146scaffold_211	unplaced-scaffold	na	na	JAUDZF010000211.1	<>	na	Primary Assembly	34036	na
F5146scaffold_212	unplaced-scaffold	na	na	JAUDZF010000212.1	<>	na	Primary Assembly	33993	na
F5146scaffold_213	unplaced-scaffold	na	na	JAUDZF010000213.1	<>	na	Primary Assembly	33574	na
F5146scaffold_214	unplaced-scaffold	na	na	JAUDZF010000214.1	<>	na	Primary Assembly	33573	na
F5146scaffold_215	unplaced-scaffold	na	na	JAUDZF010000215.1	<>	na	Primary Assembly	33542	na
F5146scaffold_216	unplaced-scaffold	na	na	JAUDZF010000216.1	<>	na	Primary Assembly	33384	na
F5146scaffold_217	unplaced-scaffold	na	na	JAUDZF010000217.1	<>	na	Primary Assembly	33359	na
F5146scaffold_218	unplaced-scaffold	na	na	JAUDZF010000218.1	<>	na	Primary Assembly	33164	na
F5146scaffold_219	unplaced-scaffold	na	na	JAUDZF010000219.1	<>	na	Primary Assembly	33096	na
F5146scaffold_22	unplaced-scaffold	na	na	JAUDZF010000022.1	<>	na	Primary Assembly	294670	na
F5146scaffold_220	unplaced-scaffold	na	na	JAUDZF010000220.1	<>	na	Primary Assembly	33036	na
F5146scaffold_221	unplaced-scaffold	na	na	JAUDZF010000221.1	<>	na	Primary Assembly	32787	na
F5146scaffold_222	unplaced-scaffold	na	na	JAUDZF010000222.1	<>	na	Primary Assembly	32611	na
F5146scaffold_223	unplaced-scaffold	na	na	JAUDZF010000223.1	<>	na	Primary Assembly	32477	na
F5146scaffold_224	unplaced-scaffold	na	na	JAUDZF010000224.1	<>	na	Primary Assembly	32376	na
F5146scaffold_225	unplaced-scaffold	na	na	JAUDZF010000225.1	<>	na	Primary Assembly	32143	na
F5146scaffold_226	unplaced-scaffold	na	na	JAUDZF010000226.1	<>	na	Primary Assembly	32098	na
F5146scaffold_227	unplaced-scaffold	na	na	JAUDZF010000227.1	<>	na	Primary Assembly	31902	na
F5146scaffold_228	unplaced-scaffold	na	na	JAUDZF010000228.1	<>	na	Primary Assembly	31766	na
F5146scaffold_229	unplaced-scaffold	na	na	JAUDZF010000229.1	<>	na	Primary Assembly	31653	na
F5146scaffold_23	unplaced-scaffold	na	na	JAUDZF010000023.1	<>	na	Primary Assembly	269881	na
F5146scaffold_230	unplaced-scaffold	na	na	JAUDZF010000230.1	<>	na	Primary Assembly	31633	na
F5146scaffold_231	unplaced-scaffold	na	na	JAUDZF010000231.1	<>	na	Primary Assembly	31601	na
F5146scaffold_232	unplaced-scaffold	na	na	JAUDZF010000232.1	<>	na	Primary Assembly	31526	na
F5146scaffold_233	unplaced-scaffold	na	na	JAUDZF010000233.1	<>	na	Primary Assembly	31408	na
F5146scaffold_234	unplaced-scaffold	na	na	JAUDZF010000234.1	<>	na	Primary Assembly	31403	na
F5146scaffold_235	unplaced-scaffold	na	na	JAUDZF010000235.1	<>	na	Primary Assembly	31291	na
F5146scaffold_236	unplaced-scaffold	na	na	JAUDZF010000236.1	<>	na	Primary Assembly	31201	na
F5146scaffold_237	unplaced-scaffold	na	na	JAUDZF010000237.1	<>	na	Primary Assembly	31101	na
F5146scaffold_238	unplaced-scaffold	na	na	JAUDZF010000238.1	<>	na	Primary Assembly	30762	na
F5146scaffold_239	unplaced-scaffold	na	na	JAUDZF010000239.1	<>	na	Primary Assembly	30759	na
F5146scaffold_24	unplaced-scaffold	na	na	JAUDZF010000024.1	<>	na	Primary Assembly	250753	na
F5146scaffold_240	unplaced-scaffold	na	na	JAUDZF010000240.1	<>	na	Primary Assembly	30755	na
F5146scaffold_241	unplaced-scaffold	na	na	JAUDZF010000241.1	<>	na	Primary Assembly	30618	na
F5146scaffold_242	unplaced-scaffold	na	na	JAUDZF010000242.1	<>	na	Primary Assembly	30490	na
F5146scaffold_243	unplaced-scaffold	na	na	JAUDZF010000243.1	<>	na	Primary Assembly	30393	na
F5146scaffold_244	unplaced-scaffold	na	na	JAUDZF010000244.1	<>	na	Primary Assembly	30379	na
F5146scaffold_245	unplaced-scaffold	na	na	JAUDZF010000245.1	<>	na	Primary Assembly	30316	na
F5146scaffold_246	unplaced-scaffold	na	na	JAUDZF010000246.1	<>	na	Primary Assembly	30308	na
F5146scaffold_247	unplaced-scaffold	na	na	JAUDZF010000247.1	<>	na	Primary Assembly	30258	na
F5146scaffold_248	unplaced-scaffold	na	na	JAUDZF010000248.1	<>	na	Primary Assembly	30152	na
F5146scaffold_249	unplaced-scaffold	na	na	JAUDZF010000249.1	<>	na	Primary Assembly	30109	na
F5146scaffold_25	unplaced-scaffold	na	na	JAUDZF010000025.1	<>	na	Primary Assembly	244960	na
F5146scaffold_250	unplaced-scaffold	na	na	JAUDZF010000250.1	<>	na	Primary Assembly	29900	na
F5146scaffold_251	unplaced-scaffold	na	na	JAUDZF010000251.1	<>	na	Primary Assembly	29877	na
F5146scaffold_252	unplaced-scaffold	na	na	JAUDZF010000252.1	<>	na	Primary Assembly	29855	na
F5146scaffold_253	unplaced-scaffold	na	na	JAUDZF010000253.1	<>	na	Primary Assembly	29809	na
F5146scaffold_254	unplaced-scaffold	na	na	JAUDZF010000254.1	<>	na	Primary Assembly	29773	na
F5146scaffold_255	unplaced-scaffold	na	na	JAUDZF010000255.1	<>	na	Primary Assembly	29724	na
F5146scaffold_256	unplaced-scaffold	na	na	JAUDZF010000256.1	<>	na	Primary Assembly	29711	na
F5146scaffold_257	unplaced-scaffold	na	na	JAUDZF010000257.1	<>	na	Primary Assembly	29710	na
F5146scaffold_258	unplaced-scaffold	na	na	JAUDZF010000258.1	<>	na	Primary Assembly	29693	na
F5146scaffold_259	unplaced-scaffold	na	na	JAUDZF010000259.1	<>	na	Primary Assembly	29691	na
F5146scaffold_26	unplaced-scaffold	na	na	JAUDZF010000026.1	<>	na	Primary Assembly	219172	na
F5146scaffold_260	unplaced-scaffold	na	na	JAUDZF010000260.1	<>	na	Primary Assembly	29629	na
F5146scaffold_261	unplaced-scaffold	na	na	JAUDZF010000261.1	<>	na	Primary Assembly	29606	na
F5146scaffold_262	unplaced-scaffold	na	na	JAUDZF010000262.1	<>	na	Primary Assembly	29516	na
F5146scaffold_263	unplaced-scaffold	na	na	JAUDZF010000263.1	<>	na	Primary Assembly	29376	na
F5146scaffold_264	unplaced-scaffold	na	na	JAUDZF010000264.1	<>	na	Primary Assembly	29300	na
F5146scaffold_265	unplaced-scaffold	na	na	JAUDZF010000265.1	<>	na	Primary Assembly	28995	na
F5146scaffold_266	unplaced-scaffold	na	na	JAUDZF010000266.1	<>	na	Primary Assembly	28943	na
F5146scaffold_267	unplaced-scaffold	na	na	JAUDZF010000267.1	<>	na	Primary Assembly	28877	na
F5146scaffold_268	unplaced-scaffold	na	na	JAUDZF010000268.1	<>	na	Primary Assembly	28583	na
F5146scaffold_269	unplaced-scaffold	na	na	JAUDZF010000269.1	<>	na	Primary Assembly	28474	na
F5146scaffold_27	unplaced-scaffold	na	na	JAUDZF010000027.1	<>	na	Primary Assembly	218510	na
F5146scaffold_270	unplaced-scaffold	na	na	JAUDZF010000270.1	<>	na	Primary Assembly	28376	na
F5146scaffold_271	unplaced-scaffold	na	na	JAUDZF010000271.1	<>	na	Primary Assembly	28332	na
F5146scaffold_272	unplaced-scaffold	na	na	JAUDZF010000272.1	<>	na	Primary Assembly	28308	na
F5146scaffold_273	unplaced-scaffold	na	na	JAUDZF010000273.1	<>	na	Primary Assembly	28233	na
F5146scaffold_274	unplaced-scaffold	na	na	JAUDZF010000274.1	<>	na	Primary Assembly	28198	na
F5146scaffold_275	unplaced-scaffold	na	na	JAUDZF010000275.1	<>	na	Primary Assembly	28195	na
F5146scaffold_276	unplaced-scaffold	na	na	JAUDZF010000276.1	<>	na	Primary Assembly	28087	na
F5146scaffold_277	unplaced-scaffold	na	na	JAUDZF010000277.1	<>	na	Primary Assembly	27992	na
F5146scaffold_278	unplaced-scaffold	na	na	JAUDZF010000278.1	<>	na	Primary Assembly	27948	na
F5146scaffold_279	unplaced-scaffold	na	na	JAUDZF010000279.1	<>	na	Primary Assembly	27943	na
F5146scaffold_28	unplaced-scaffold	na	na	JAUDZF010000028.1	<>	na	Primary Assembly	196541	na
F5146scaffold_280	unplaced-scaffold	na	na	JAUDZF010000280.1	<>	na	Primary Assembly	27874	na
F5146scaffold_281	unplaced-scaffold	na	na	JAUDZF010000281.1	<>	na	Primary Assembly	27833	na
F5146scaffold_282	unplaced-scaffold	na	na	JAUDZF010000282.1	<>	na	Primary Assembly	27788	na
F5146scaffold_283	unplaced-scaffold	na	na	JAUDZF010000283.1	<>	na	Primary Assembly	27673	na
F5146scaffold_284	unplaced-scaffold	na	na	JAUDZF010000284.1	<>	na	Primary Assembly	27580	na
F5146scaffold_285	unplaced-scaffold	na	na	JAUDZF010000285.1	<>	na	Primary Assembly	27454	na
F5146scaffold_286	unplaced-scaffold	na	na	JAUDZF010000286.1	<>	na	Primary Assembly	27407	na
F5146scaffold_287	unplaced-scaffold	na	na	JAUDZF010000287.1	<>	na	Primary Assembly	27399	na
F5146scaffold_288	unplaced-scaffold	na	na	JAUDZF010000288.1	<>	na	Primary Assembly	27349	na
F5146scaffold_289	unplaced-scaffold	na	na	JAUDZF010000289.1	<>	na	Primary Assembly	27159	na
F5146scaffold_29	unplaced-scaffold	na	na	JAUDZF010000029.1	<>	na	Primary Assembly	189552	na
F5146scaffold_290	unplaced-scaffold	na	na	JAUDZF010000290.1	<>	na	Primary Assembly	27136	na
F5146scaffold_291	unplaced-scaffold	na	na	JAUDZF010000291.1	<>	na	Primary Assembly	27109	na
F5146scaffold_292	unplaced-scaffold	na	na	JAUDZF010000292.1	<>	na	Primary Assembly	26878	na
F5146scaffold_293	unplaced-scaffold	na	na	JAUDZF010000293.1	<>	na	Primary Assembly	26806	na
F5146scaffold_294	unplaced-scaffold	na	na	JAUDZF010000294.1	<>	na	Primary Assembly	26697	na
F5146scaffold_295	unplaced-scaffold	na	na	JAUDZF010000295.1	<>	na	Primary Assembly	26685	na
F5146scaffold_296	unplaced-scaffold	na	na	JAUDZF010000296.1	<>	na	Primary Assembly	26669	na
F5146scaffold_297	unplaced-scaffold	na	na	JAUDZF010000297.1	<>	na	Primary Assembly	26280	na
F5146scaffold_298	unplaced-scaffold	na	na	JAUDZF010000298.1	<>	na	Primary Assembly	26216	na
F5146scaffold_299	unplaced-scaffold	na	na	JAUDZF010000299.1	<>	na	Primary Assembly	26188	na
F5146scaffold_3	unplaced-scaffold	na	na	JAUDZF010000003.1	<>	na	Primary Assembly	4849598	na
F5146scaffold_30	unplaced-scaffold	na	na	JAUDZF010000030.1	<>	na	Primary Assembly	188031	na
F5146scaffold_300	unplaced-scaffold	na	na	JAUDZF010000300.1	<>	na	Primary Assembly	26140	na
F5146scaffold_301	unplaced-scaffold	na	na	JAUDZF010000301.1	<>	na	Primary Assembly	26068	na
F5146scaffold_302	unplaced-scaffold	na	na	JAUDZF010000302.1	<>	na	Primary Assembly	26044	na
F5146scaffold_303	unplaced-scaffold	na	na	JAUDZF010000303.1	<>	na	Primary Assembly	26037	na
F5146scaffold_304	unplaced-scaffold	na	na	JAUDZF010000304.1	<>	na	Primary Assembly	25985	na
F5146scaffold_305	unplaced-scaffold	na	na	JAUDZF010000305.1	<>	na	Primary Assembly	25964	na
F5146scaffold_306	unplaced-scaffold	na	na	JAUDZF010000306.1	<>	na	Primary Assembly	25947	na
F5146scaffold_307	unplaced-scaffold	na	na	JAUDZF010000307.1	<>	na	Primary Assembly	25842	na
F5146scaffold_308	unplaced-scaffold	na	na	JAUDZF010000308.1	<>	na	Primary Assembly	25696	na
F5146scaffold_309	unplaced-scaffold	na	na	JAUDZF010000309.1	<>	na	Primary Assembly	25542	na
F5146scaffold_31	unplaced-scaffold	na	na	JAUDZF010000031.1	<>	na	Primary Assembly	162317	na
F5146scaffold_310	unplaced-scaffold	na	na	JAUDZF010000310.1	<>	na	Primary Assembly	25540	na
F5146scaffold_311	unplaced-scaffold	na	na	JAUDZF010000311.1	<>	na	Primary Assembly	25479	na
F5146scaffold_312	unplaced-scaffold	na	na	JAUDZF010000312.1	<>	na	Primary Assembly	25421	na
F5146scaffold_313	unplaced-scaffold	na	na	JAUDZF010000313.1	<>	na	Primary Assembly	25264	na
