# Assembly name:  Armnov1
# Organism name:  Armillaria novae-zelandiae (basidiomycete fungi)
# Infraspecific name:  strain=ICMP 16352
# Taxid:          153914
# BioSample:      SAMN16773852
# BioProject:     PRJNA677793
# Submitter:      DOE Joint Genome Institute
# Date:           2023-07-11
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    JAUEPR01
# Assembly method: Falcon v. 1.2.3
# Expected final version: no
# Genome coverage: 251.62x
# Sequencing technology: PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_030435655.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_030435665.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
IW261scaffold_11	unplaced-scaffold	na	na	JAUEPR010000011.1	<>	na	Primary Assembly	1163759	na
IW261scaffold_12	unplaced-scaffold	na	na	JAUEPR010000012.1	<>	na	Primary Assembly	1126150	na
IW261scaffold_13	unplaced-scaffold	na	na	JAUEPR010000013.1	<>	na	Primary Assembly	1083204	na
IW261scaffold_14	unplaced-scaffold	na	na	JAUEPR010000014.1	<>	na	Primary Assembly	1076741	na
IW261scaffold_15	unplaced-scaffold	na	na	JAUEPR010000015.1	<>	na	Primary Assembly	1003160	na
IW261scaffold_16	unplaced-scaffold	na	na	JAUEPR010000016.1	<>	na	Primary Assembly	960054	na
IW261scaffold_17	unplaced-scaffold	na	na	JAUEPR010000017.1	<>	na	Primary Assembly	949155	na
IW261scaffold_18	unplaced-scaffold	na	na	JAUEPR010000018.1	<>	na	Primary Assembly	918162	na
IW261scaffold_19	unplaced-scaffold	na	na	JAUEPR010000019.1	<>	na	Primary Assembly	879875	na
IW261scaffold_20	unplaced-scaffold	na	na	JAUEPR010000020.1	<>	na	Primary Assembly	862555	na
IW261scaffold_21	unplaced-scaffold	na	na	JAUEPR010000021.1	<>	na	Primary Assembly	827823	na
IW261scaffold_22	unplaced-scaffold	na	na	JAUEPR010000022.1	<>	na	Primary Assembly	823020	na
IW261scaffold_23	unplaced-scaffold	na	na	JAUEPR010000023.1	<>	na	Primary Assembly	815415	na
IW261scaffold_24	unplaced-scaffold	na	na	JAUEPR010000024.1	<>	na	Primary Assembly	785133	na
IW261scaffold_25	unplaced-scaffold	na	na	JAUEPR010000025.1	<>	na	Primary Assembly	755044	na
IW261scaffold_26	unplaced-scaffold	na	na	JAUEPR010000026.1	<>	na	Primary Assembly	741865	na
IW261scaffold_27	unplaced-scaffold	na	na	JAUEPR010000027.1	<>	na	Primary Assembly	684606	na
IW261scaffold_28	unplaced-scaffold	na	na	JAUEPR010000028.1	<>	na	Primary Assembly	603945	na
IW261scaffold_29	unplaced-scaffold	na	na	JAUEPR010000029.1	<>	na	Primary Assembly	597907	na
IW261scaffold_30	unplaced-scaffold	na	na	JAUEPR010000030.1	<>	na	Primary Assembly	592631	na
IW261scaffold_31	unplaced-scaffold	na	na	JAUEPR010000031.1	<>	na	Primary Assembly	551154	na
IW261scaffold_32	unplaced-scaffold	na	na	JAUEPR010000032.1	<>	na	Primary Assembly	537237	na
IW261scaffold_33	unplaced-scaffold	na	na	JAUEPR010000033.1	<>	na	Primary Assembly	495871	na
IW261scaffold_34	unplaced-scaffold	na	na	JAUEPR010000034.1	<>	na	Primary Assembly	493508	na
IW261scaffold_35	unplaced-scaffold	na	na	JAUEPR010000035.1	<>	na	Primary Assembly	483587	na
IW261scaffold_36	unplaced-scaffold	na	na	JAUEPR010000036.1	<>	na	Primary Assembly	470860	na
IW261scaffold_37	unplaced-scaffold	na	na	JAUEPR010000037.1	<>	na	Primary Assembly	467320	na
IW261scaffold_38	unplaced-scaffold	na	na	JAUEPR010000038.1	<>	na	Primary Assembly	464457	na
IW261scaffold_39	unplaced-scaffold	na	na	JAUEPR010000039.1	<>	na	Primary Assembly	456842	na
IW261scaffold_40	unplaced-scaffold	na	na	JAUEPR010000040.1	<>	na	Primary Assembly	444796	na
IW261scaffold_41	unplaced-scaffold	na	na	JAUEPR010000041.1	<>	na	Primary Assembly	439768	na
IW261scaffold_42	unplaced-scaffold	na	na	JAUEPR010000042.1	<>	na	Primary Assembly	423254	na
IW261scaffold_43	unplaced-scaffold	na	na	JAUEPR010000043.1	<>	na	Primary Assembly	420293	na
IW261scaffold_44	unplaced-scaffold	na	na	JAUEPR010000044.1	<>	na	Primary Assembly	409618	na
IW261scaffold_45	unplaced-scaffold	na	na	JAUEPR010000045.1	<>	na	Primary Assembly	397958	na
IW261scaffold_46	unplaced-scaffold	na	na	JAUEPR010000046.1	<>	na	Primary Assembly	395837	na
IW261scaffold_47	unplaced-scaffold	na	na	JAUEPR010000047.1	<>	na	Primary Assembly	394757	na
IW261scaffold_48	unplaced-scaffold	na	na	JAUEPR010000048.1	<>	na	Primary Assembly	390685	na
IW261scaffold_49	unplaced-scaffold	na	na	JAUEPR010000049.1	<>	na	Primary Assembly	388394	na
IW261scaffold_50	unplaced-scaffold	na	na	JAUEPR010000050.1	<>	na	Primary Assembly	351090	na
IW261scaffold_51	unplaced-scaffold	na	na	JAUEPR010000051.1	<>	na	Primary Assembly	347463	na
IW261scaffold_52	unplaced-scaffold	na	na	JAUEPR010000052.1	<>	na	Primary Assembly	326515	na
IW261scaffold_53	unplaced-scaffold	na	na	JAUEPR010000053.1	<>	na	Primary Assembly	325145	na
IW261scaffold_54	unplaced-scaffold	na	na	JAUEPR010000054.1	<>	na	Primary Assembly	319595	na
IW261scaffold_55	unplaced-scaffold	na	na	JAUEPR010000055.1	<>	na	Primary Assembly	315167	na
IW261scaffold_56	unplaced-scaffold	na	na	JAUEPR010000056.1	<>	na	Primary Assembly	312810	na
IW261scaffold_57	unplaced-scaffold	na	na	JAUEPR010000057.1	<>	na	Primary Assembly	311532	na
IW261scaffold_58	unplaced-scaffold	na	na	JAUEPR010000058.1	<>	na	Primary Assembly	307337	na
IW261scaffold_59	unplaced-scaffold	na	na	JAUEPR010000059.1	<>	na	Primary Assembly	302423	na
IW261scaffold_60	unplaced-scaffold	na	na	JAUEPR010000060.1	<>	na	Primary Assembly	302148	na
IW261scaffold_61	unplaced-scaffold	na	na	JAUEPR010000061.1	<>	na	Primary Assembly	300446	na
IW261scaffold_62	unplaced-scaffold	na	na	JAUEPR010000062.1	<>	na	Primary Assembly	299957	na
IW261scaffold_63	unplaced-scaffold	na	na	JAUEPR010000063.1	<>	na	Primary Assembly	289800	na
IW261scaffold_64	unplaced-scaffold	na	na	JAUEPR010000064.1	<>	na	Primary Assembly	281228	na
IW261scaffold_65	unplaced-scaffold	na	na	JAUEPR010000065.1	<>	na	Primary Assembly	276992	na
IW261scaffold_66	unplaced-scaffold	na	na	JAUEPR010000066.1	<>	na	Primary Assembly	274262	na
IW261scaffold_67	unplaced-scaffold	na	na	JAUEPR010000067.1	<>	na	Primary Assembly	270068	na
IW261scaffold_68	unplaced-scaffold	na	na	JAUEPR010000068.1	<>	na	Primary Assembly	267151	na
IW261scaffold_69	unplaced-scaffold	na	na	JAUEPR010000069.1	<>	na	Primary Assembly	266971	na
IW261scaffold_70	unplaced-scaffold	na	na	JAUEPR010000070.1	<>	na	Primary Assembly	264839	na
IW261scaffold_71	unplaced-scaffold	na	na	JAUEPR010000071.1	<>	na	Primary Assembly	244780	na
IW261scaffold_72	unplaced-scaffold	na	na	JAUEPR010000072.1	<>	na	Primary Assembly	241893	na
IW261scaffold_73	unplaced-scaffold	na	na	JAUEPR010000073.1	<>	na	Primary Assembly	233710	na
IW261scaffold_74	unplaced-scaffold	na	na	JAUEPR010000074.1	<>	na	Primary Assembly	229073	na
IW261scaffold_75	unplaced-scaffold	na	na	JAUEPR010000075.1	<>	na	Primary Assembly	228809	na
IW261scaffold_76	unplaced-scaffold	na	na	JAUEPR010000076.1	<>	na	Primary Assembly	221452	na
IW261scaffold_77	unplaced-scaffold	na	na	JAUEPR010000077.1	<>	na	Primary Assembly	200780	na
IW261scaffold_78	unplaced-scaffold	na	na	JAUEPR010000078.1	<>	na	Primary Assembly	194263	na
IW261scaffold_79	unplaced-scaffold	na	na	JAUEPR010000079.1	<>	na	Primary Assembly	191614	na
IW261scaffold_80	unplaced-scaffold	na	na	JAUEPR010000080.1	<>	na	Primary Assembly	190482	na
IW261scaffold_81	unplaced-scaffold	na	na	JAUEPR010000081.1	<>	na	Primary Assembly	188462	na
IW261scaffold_82	unplaced-scaffold	na	na	JAUEPR010000082.1	<>	na	Primary Assembly	185735	na
IW261scaffold_83	unplaced-scaffold	na	na	JAUEPR010000083.1	<>	na	Primary Assembly	184465	na
IW261scaffold_84	unplaced-scaffold	na	na	JAUEPR010000084.1	<>	na	Primary Assembly	180094	na
IW261scaffold_85	unplaced-scaffold	na	na	JAUEPR010000085.1	<>	na	Primary Assembly	180075	na
IW261scaffold_86	unplaced-scaffold	na	na	JAUEPR010000086.1	<>	na	Primary Assembly	178044	na
IW261scaffold_87	unplaced-scaffold	na	na	JAUEPR010000087.1	<>	na	Primary Assembly	176153	na
IW261scaffold_88	unplaced-scaffold	na	na	JAUEPR010000088.1	<>	na	Primary Assembly	172552	na
IW261scaffold_89	unplaced-scaffold	na	na	JAUEPR010000089.1	<>	na	Primary Assembly	170472	na
IW261scaffold_90	unplaced-scaffold	na	na	JAUEPR010000090.1	<>	na	Primary Assembly	169898	na
IW261scaffold_91	unplaced-scaffold	na	na	JAUEPR010000091.1	<>	na	Primary Assembly	169713	na
IW261scaffold_92	unplaced-scaffold	na	na	JAUEPR010000092.1	<>	na	Primary Assembly	169350	na
IW261scaffold_93	unplaced-scaffold	na	na	JAUEPR010000093.1	<>	na	Primary Assembly	167654	na
IW261scaffold_94	unplaced-scaffold	na	na	JAUEPR010000094.1	<>	na	Primary Assembly	165474	na
IW261scaffold_95	unplaced-scaffold	na	na	JAUEPR010000095.1	<>	na	Primary Assembly	164356	na
IW261scaffold_96	unplaced-scaffold	na	na	JAUEPR010000096.1	<>	na	Primary Assembly	160044	na
IW261scaffold_97	unplaced-scaffold	na	na	JAUEPR010000097.1	<>	na	Primary Assembly	154317	na
IW261scaffold_98	unplaced-scaffold	na	na	JAUEPR010000098.1	<>	na	Primary Assembly	152372	na
IW261scaffold_99	unplaced-scaffold	na	na	JAUEPR010000099.1	<>	na	Primary Assembly	152285	na
IW261scaffold_100	unplaced-scaffold	na	na	JAUEPR010000100.1	<>	na	Primary Assembly	148132	na
IW261scaffold_101	unplaced-scaffold	na	na	JAUEPR010000101.1	<>	na	Primary Assembly	148076	na
IW261scaffold_102	unplaced-scaffold	na	na	JAUEPR010000102.1	<>	na	Primary Assembly	147960	na
IW261scaffold_103	unplaced-scaffold	na	na	JAUEPR010000103.1	<>	na	Primary Assembly	147960	na
IW261scaffold_104	unplaced-scaffold	na	na	JAUEPR010000104.1	<>	na	Primary Assembly	143876	na
IW261scaffold_105	unplaced-scaffold	na	na	JAUEPR010000105.1	<>	na	Primary Assembly	143519	na
IW261scaffold_106	unplaced-scaffold	na	na	JAUEPR010000106.1	<>	na	Primary Assembly	142858	na
IW261scaffold_107	unplaced-scaffold	na	na	JAUEPR010000107.1	<>	na	Primary Assembly	142851	na
IW261scaffold_108	unplaced-scaffold	na	na	JAUEPR010000108.1	<>	na	Primary Assembly	141204	na
IW261scaffold_109	unplaced-scaffold	na	na	JAUEPR010000109.1	<>	na	Primary Assembly	137086	na
IW261scaffold_110	unplaced-scaffold	na	na	JAUEPR010000110.1	<>	na	Primary Assembly	135816	na
IW261scaffold_111	unplaced-scaffold	na	na	JAUEPR010000111.1	<>	na	Primary Assembly	135219	na
IW261scaffold_112	unplaced-scaffold	na	na	JAUEPR010000112.1	<>	na	Primary Assembly	134932	na
IW261scaffold_113	unplaced-scaffold	na	na	JAUEPR010000113.1	<>	na	Primary Assembly	132886	na
IW261scaffold_114	unplaced-scaffold	na	na	JAUEPR010000114.1	<>	na	Primary Assembly	130204	na
IW261scaffold_115	unplaced-scaffold	na	na	JAUEPR010000115.1	<>	na	Primary Assembly	129267	na
IW261scaffold_116	unplaced-scaffold	na	na	JAUEPR010000116.1	<>	na	Primary Assembly	127762	na
IW261scaffold_117	unplaced-scaffold	na	na	JAUEPR010000117.1	<>	na	Primary Assembly	126557	na
IW261scaffold_118	unplaced-scaffold	na	na	JAUEPR010000118.1	<>	na	Primary Assembly	124332	na
IW261scaffold_119	unplaced-scaffold	na	na	JAUEPR010000119.1	<>	na	Primary Assembly	123266	na
IW261scaffold_120	unplaced-scaffold	na	na	JAUEPR010000120.1	<>	na	Primary Assembly	122376	na
IW261scaffold_121	unplaced-scaffold	na	na	JAUEPR010000121.1	<>	na	Primary Assembly	121452	na
IW261scaffold_122	unplaced-scaffold	na	na	JAUEPR010000122.1	<>	na	Primary Assembly	120635	na
IW261scaffold_123	unplaced-scaffold	na	na	JAUEPR010000123.1	<>	na	Primary Assembly	119182	na
IW261scaffold_124	unplaced-scaffold	na	na	JAUEPR010000124.1	<>	na	Primary Assembly	116339	na
IW261scaffold_125	unplaced-scaffold	na	na	JAUEPR010000125.1	<>	na	Primary Assembly	115281	na
IW261scaffold_126	unplaced-scaffold	na	na	JAUEPR010000126.1	<>	na	Primary Assembly	114830	na
IW261scaffold_127	unplaced-scaffold	na	na	JAUEPR010000127.1	<>	na	Primary Assembly	112634	na
IW261scaffold_128	unplaced-scaffold	na	na	JAUEPR010000128.1	<>	na	Primary Assembly	112539	na
IW261scaffold_129	unplaced-scaffold	na	na	JAUEPR010000129.1	<>	na	Primary Assembly	112249	na
IW261scaffold_130	unplaced-scaffold	na	na	JAUEPR010000130.1	<>	na	Primary Assembly	111806	na
IW261scaffold_131	unplaced-scaffold	na	na	JAUEPR010000131.1	<>	na	Primary Assembly	110193	na
IW261scaffold_132	unplaced-scaffold	na	na	JAUEPR010000132.1	<>	na	Primary Assembly	110109	na
IW261scaffold_133	unplaced-scaffold	na	na	JAUEPR010000133.1	<>	na	Primary Assembly	109283	na
IW261scaffold_134	unplaced-scaffold	na	na	JAUEPR010000134.1	<>	na	Primary Assembly	108929	na
IW261scaffold_135	unplaced-scaffold	na	na	JAUEPR010000135.1	<>	na	Primary Assembly	108519	na
IW261scaffold_136	unplaced-scaffold	na	na	JAUEPR010000136.1	<>	na	Primary Assembly	108027	na
IW261scaffold_137	unplaced-scaffold	na	na	JAUEPR010000137.1	<>	na	Primary Assembly	106745	na
IW261scaffold_138	unplaced-scaffold	na	na	JAUEPR010000138.1	<>	na	Primary Assembly	106265	na
IW261scaffold_139	unplaced-scaffold	na	na	JAUEPR010000139.1	<>	na	Primary Assembly	104257	na
IW261scaffold_140	unplaced-scaffold	na	na	JAUEPR010000140.1	<>	na	Primary Assembly	102547	na
IW261scaffold_141	unplaced-scaffold	na	na	JAUEPR010000141.1	<>	na	Primary Assembly	101936	na
IW261scaffold_142	unplaced-scaffold	na	na	JAUEPR010000142.1	<>	na	Primary Assembly	101842	na
IW261scaffold_143	unplaced-scaffold	na	na	JAUEPR010000143.1	<>	na	Primary Assembly	101651	na
IW261scaffold_144	unplaced-scaffold	na	na	JAUEPR010000144.1	<>	na	Primary Assembly	99854	na
IW261scaffold_145	unplaced-scaffold	na	na	JAUEPR010000145.1	<>	na	Primary Assembly	98456	na
IW261scaffold_146	unplaced-scaffold	na	na	JAUEPR010000146.1	<>	na	Primary Assembly	97939	na
IW261scaffold_147	unplaced-scaffold	na	na	JAUEPR010000147.1	<>	na	Primary Assembly	97652	na
IW261scaffold_148	unplaced-scaffold	na	na	JAUEPR010000148.1	<>	na	Primary Assembly	96899	na
IW261scaffold_149	unplaced-scaffold	na	na	JAUEPR010000149.1	<>	na	Primary Assembly	96569	na
IW261scaffold_150	unplaced-scaffold	na	na	JAUEPR010000150.1	<>	na	Primary Assembly	96269	na
IW261scaffold_151	unplaced-scaffold	na	na	JAUEPR010000151.1	<>	na	Primary Assembly	95708	na
IW261scaffold_152	unplaced-scaffold	na	na	JAUEPR010000152.1	<>	na	Primary Assembly	94281	na
IW261scaffold_153	unplaced-scaffold	na	na	JAUEPR010000153.1	<>	na	Primary Assembly	92066	na
IW261scaffold_154	unplaced-scaffold	na	na	JAUEPR010000154.1	<>	na	Primary Assembly	91974	na
IW261scaffold_155	unplaced-scaffold	na	na	JAUEPR010000155.1	<>	na	Primary Assembly	91822	na
IW261scaffold_156	unplaced-scaffold	na	na	JAUEPR010000156.1	<>	na	Primary Assembly	91361	na
IW261scaffold_157	unplaced-scaffold	na	na	JAUEPR010000157.1	<>	na	Primary Assembly	90809	na
IW261scaffold_158	unplaced-scaffold	na	na	JAUEPR010000158.1	<>	na	Primary Assembly	90385	na
IW261scaffold_159	unplaced-scaffold	na	na	JAUEPR010000159.1	<>	na	Primary Assembly	90361	na
IW261scaffold_160	unplaced-scaffold	na	na	JAUEPR010000160.1	<>	na	Primary Assembly	90332	na
IW261scaffold_161	unplaced-scaffold	na	na	JAUEPR010000161.1	<>	na	Primary Assembly	90205	na
IW261scaffold_162	unplaced-scaffold	na	na	JAUEPR010000162.1	<>	na	Primary Assembly	90079	na
IW261scaffold_163	unplaced-scaffold	na	na	JAUEPR010000163.1	<>	na	Primary Assembly	87277	na
IW261scaffold_164	unplaced-scaffold	na	na	JAUEPR010000164.1	<>	na	Primary Assembly	86541	na
IW261scaffold_165	unplaced-scaffold	na	na	JAUEPR010000165.1	<>	na	Primary Assembly	86100	na
IW261scaffold_166	unplaced-scaffold	na	na	JAUEPR010000166.1	<>	na	Primary Assembly	84992	na
IW261scaffold_167	unplaced-scaffold	na	na	JAUEPR010000167.1	<>	na	Primary Assembly	83807	na
IW261scaffold_168	unplaced-scaffold	na	na	JAUEPR010000168.1	<>	na	Primary Assembly	83510	na
IW261scaffold_169	unplaced-scaffold	na	na	JAUEPR010000169.1	<>	na	Primary Assembly	80721	na
IW261scaffold_170	unplaced-scaffold	na	na	JAUEPR010000170.1	<>	na	Primary Assembly	79601	na
IW261scaffold_171	unplaced-scaffold	na	na	JAUEPR010000171.1	<>	na	Primary Assembly	78573	na
IW261scaffold_172	unplaced-scaffold	na	na	JAUEPR010000172.1	<>	na	Primary Assembly	78511	na
IW261scaffold_173	unplaced-scaffold	na	na	JAUEPR010000173.1	<>	na	Primary Assembly	78475	na
IW261scaffold_174	unplaced-scaffold	na	na	JAUEPR010000174.1	<>	na	Primary Assembly	77961	na
IW261scaffold_175	unplaced-scaffold	na	na	JAUEPR010000175.1	<>	na	Primary Assembly	77512	na
IW261scaffold_176	unplaced-scaffold	na	na	JAUEPR010000176.1	<>	na	Primary Assembly	77376	na
IW261scaffold_177	unplaced-scaffold	na	na	JAUEPR010000177.1	<>	na	Primary Assembly	76165	na
IW261scaffold_178	unplaced-scaffold	na	na	JAUEPR010000178.1	<>	na	Primary Assembly	74415	na
IW261scaffold_179	unplaced-scaffold	na	na	JAUEPR010000179.1	<>	na	Primary Assembly	73788	na
IW261scaffold_180	unplaced-scaffold	na	na	JAUEPR010000180.1	<>	na	Primary Assembly	73529	na
IW261scaffold_181	unplaced-scaffold	na	na	JAUEPR010000181.1	<>	na	Primary Assembly	72019	na
IW261scaffold_182	unplaced-scaffold	na	na	JAUEPR010000182.1	<>	na	Primary Assembly	69759	na
IW261scaffold_183	unplaced-scaffold	na	na	JAUEPR010000183.1	<>	na	Primary Assembly	69731	na
IW261scaffold_184	unplaced-scaffold	na	na	JAUEPR010000184.1	<>	na	Primary Assembly	68498	na
IW261scaffold_185	unplaced-scaffold	na	na	JAUEPR010000185.1	<>	na	Primary Assembly	68424	na
IW261scaffold_186	unplaced-scaffold	na	na	JAUEPR010000186.1	<>	na	Primary Assembly	67457	na
IW261scaffold_187	unplaced-scaffold	na	na	JAUEPR010000187.1	<>	na	Primary Assembly	66865	na
IW261scaffold_188	unplaced-scaffold	na	na	JAUEPR010000188.1	<>	na	Primary Assembly	66482	na
IW261scaffold_189	unplaced-scaffold	na	na	JAUEPR010000189.1	<>	na	Primary Assembly	65744	na
IW261scaffold_190	unplaced-scaffold	na	na	JAUEPR010000190.1	<>	na	Primary Assembly	65627	na
IW261scaffold_191	unplaced-scaffold	na	na	JAUEPR010000191.1	<>	na	Primary Assembly	65167	na
IW261scaffold_192	unplaced-scaffold	na	na	JAUEPR010000192.1	<>	na	Primary Assembly	64887	na
IW261scaffold_193	unplaced-scaffold	na	na	JAUEPR010000193.1	<>	na	Primary Assembly	64486	na
IW261scaffold_194	unplaced-scaffold	na	na	JAUEPR010000194.1	<>	na	Primary Assembly	64411	na
IW261scaffold_195	unplaced-scaffold	na	na	JAUEPR010000195.1	<>	na	Primary Assembly	64385	na
IW261scaffold_196	unplaced-scaffold	na	na	JAUEPR010000196.1	<>	na	Primary Assembly	64054	na
IW261scaffold_197	unplaced-scaffold	na	na	JAUEPR010000197.1	<>	na	Primary Assembly	64047	na
IW261scaffold_198	unplaced-scaffold	na	na	JAUEPR010000198.1	<>	na	Primary Assembly	64044	na
IW261scaffold_199	unplaced-scaffold	na	na	JAUEPR010000199.1	<>	na	Primary Assembly	62876	na
IW261scaffold_200	unplaced-scaffold	na	na	JAUEPR010000200.1	<>	na	Primary Assembly	62437	na
IW261scaffold_201	unplaced-scaffold	na	na	JAUEPR010000201.1	<>	na	Primary Assembly	61644	na
IW261scaffold_202	unplaced-scaffold	na	na	JAUEPR010000202.1	<>	na	Primary Assembly	59859	na
IW261scaffold_203	unplaced-scaffold	na	na	JAUEPR010000203.1	<>	na	Primary Assembly	59350	na
IW261scaffold_204	unplaced-scaffold	na	na	JAUEPR010000204.1	<>	na	Primary Assembly	59234	na
IW261scaffold_205	unplaced-scaffold	na	na	JAUEPR010000205.1	<>	na	Primary Assembly	59125	na
IW261scaffold_206	unplaced-scaffold	na	na	JAUEPR010000206.1	<>	na	Primary Assembly	59032	na
IW261scaffold_207	unplaced-scaffold	na	na	JAUEPR010000207.1	<>	na	Primary Assembly	58831	na
IW261scaffold_208	unplaced-scaffold	na	na	JAUEPR010000208.1	<>	na	Primary Assembly	58433	na
IW261scaffold_209	unplaced-scaffold	na	na	JAUEPR010000209.1	<>	na	Primary Assembly	58226	na
IW261scaffold_210	unplaced-scaffold	na	na	JAUEPR010000210.1	<>	na	Primary Assembly	57915	na
IW261scaffold_211	unplaced-scaffold	na	na	JAUEPR010000211.1	<>	na	Primary Assembly	56413	na
IW261scaffold_212	unplaced-scaffold	na	na	JAUEPR010000212.1	<>	na	Primary Assembly	56364	na
IW261scaffold_213	unplaced-scaffold	na	na	JAUEPR010000213.1	<>	na	Primary Assembly	55956	na
IW261scaffold_214	unplaced-scaffold	na	na	JAUEPR010000214.1	<>	na	Primary Assembly	55572	na
IW261scaffold_215	unplaced-scaffold	na	na	JAUEPR010000215.1	<>	na	Primary Assembly	55445	na
IW261scaffold_216	unplaced-scaffold	na	na	JAUEPR010000216.1	<>	na	Primary Assembly	55441	na
IW261scaffold_217	unplaced-scaffold	na	na	JAUEPR010000217.1	<>	na	Primary Assembly	55164	na
IW261scaffold_218	unplaced-scaffold	na	na	JAUEPR010000218.1	<>	na	Primary Assembly	55075	na
IW261scaffold_219	unplaced-scaffold	na	na	JAUEPR010000219.1	<>	na	Primary Assembly	54937	na
IW261scaffold_220	unplaced-scaffold	na	na	JAUEPR010000220.1	<>	na	Primary Assembly	53352	na
IW261scaffold_221	unplaced-scaffold	na	na	JAUEPR010000221.1	<>	na	Primary Assembly	53160	na
IW261scaffold_222	unplaced-scaffold	na	na	JAUEPR010000222.1	<>	na	Primary Assembly	52697	na
IW261scaffold_223	unplaced-scaffold	na	na	JAUEPR010000223.1	<>	na	Primary Assembly	52346	na
IW261scaffold_224	unplaced-scaffold	na	na	JAUEPR010000224.1	<>	na	Primary Assembly	52303	na
IW261scaffold_225	unplaced-scaffold	na	na	JAUEPR010000225.1	<>	na	Primary Assembly	50915	na
IW261scaffold_226	unplaced-scaffold	na	na	JAUEPR010000226.1	<>	na	Primary Assembly	49759	na
IW261scaffold_227	unplaced-scaffold	na	na	JAUEPR010000227.1	<>	na	Primary Assembly	49697	na
IW261scaffold_228	unplaced-scaffold	na	na	JAUEPR010000228.1	<>	na	Primary Assembly	48650	na
IW261scaffold_229	unplaced-scaffold	na	na	JAUEPR010000229.1	<>	na	Primary Assembly	48195	na
IW261scaffold_230	unplaced-scaffold	na	na	JAUEPR010000230.1	<>	na	Primary Assembly	47972	na
IW261scaffold_231	unplaced-scaffold	na	na	JAUEPR010000231.1	<>	na	Primary Assembly	46574	na
IW261scaffold_232	unplaced-scaffold	na	na	JAUEPR010000232.1	<>	na	Primary Assembly	46553	na
IW261scaffold_233	unplaced-scaffold	na	na	JAUEPR010000233.1	<>	na	Primary Assembly	45671	na
IW261scaffold_234	unplaced-scaffold	na	na	JAUEPR010000234.1	<>	na	Primary Assembly	44912	na
IW261scaffold_235	unplaced-scaffold	na	na	JAUEPR010000235.1	<>	na	Primary Assembly	44587	na
IW261scaffold_236	unplaced-scaffold	na	na	JAUEPR010000236.1	<>	na	Primary Assembly	44347	na
IW261scaffold_237	unplaced-scaffold	na	na	JAUEPR010000237.1	<>	na	Primary Assembly	43999	na
IW261scaffold_238	unplaced-scaffold	na	na	JAUEPR010000238.1	<>	na	Primary Assembly	43811	na
IW261scaffold_239	unplaced-scaffold	na	na	JAUEPR010000239.1	<>	na	Primary Assembly	43577	na
