# Assembly name:  Armlut1
# Organism name:  Armillaria luteobubalina (basidiomycete fungi)
# Infraspecific name:  strain=HWK02
# Taxid:          153913
# BioSample:      SAMN10363187
# BioProject:     PRJNA500536
# Submitter:      DOE Joint Genome Institute
# Date:           2023-07-11
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    JAUEPU01
# Assembly method: Falcon v. 1.8.8
# Expected final version: no
# Genome coverage: 47.28x
# Sequencing technology: PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_030435615.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_030435625.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
EDD18scaffold_22	unplaced-scaffold	na	na	JAUEPU010000022.1	<>	na	Primary Assembly	1176828	na
EDD18scaffold_23	unplaced-scaffold	na	na	JAUEPU010000023.1	<>	na	Primary Assembly	1138697	na
EDD18scaffold_24	unplaced-scaffold	na	na	JAUEPU010000024.1	<>	na	Primary Assembly	951009	na
EDD18scaffold_25	unplaced-scaffold	na	na	JAUEPU010000025.1	<>	na	Primary Assembly	890495	na
EDD18scaffold_26	unplaced-scaffold	na	na	JAUEPU010000026.1	<>	na	Primary Assembly	848109	na
EDD18scaffold_27	unplaced-scaffold	na	na	JAUEPU010000027.1	<>	na	Primary Assembly	846921	na
EDD18scaffold_28	unplaced-scaffold	na	na	JAUEPU010000028.1	<>	na	Primary Assembly	840346	na
EDD18scaffold_29	unplaced-scaffold	na	na	JAUEPU010000029.1	<>	na	Primary Assembly	834355	na
EDD18scaffold_30	unplaced-scaffold	na	na	JAUEPU010000030.1	<>	na	Primary Assembly	819446	na
EDD18scaffold_31	unplaced-scaffold	na	na	JAUEPU010000031.1	<>	na	Primary Assembly	789086	na
EDD18scaffold_32	unplaced-scaffold	na	na	JAUEPU010000032.1	<>	na	Primary Assembly	728852	na
EDD18scaffold_33	unplaced-scaffold	na	na	JAUEPU010000033.1	<>	na	Primary Assembly	708232	na
EDD18scaffold_34	unplaced-scaffold	na	na	JAUEPU010000034.1	<>	na	Primary Assembly	664995	na
EDD18scaffold_35	unplaced-scaffold	na	na	JAUEPU010000035.1	<>	na	Primary Assembly	657984	na
EDD18scaffold_36	unplaced-scaffold	na	na	JAUEPU010000036.1	<>	na	Primary Assembly	601042	na
EDD18scaffold_37	unplaced-scaffold	na	na	JAUEPU010000037.1	<>	na	Primary Assembly	534929	na
EDD18scaffold_38	unplaced-scaffold	na	na	JAUEPU010000038.1	<>	na	Primary Assembly	531649	na
EDD18scaffold_39	unplaced-scaffold	na	na	JAUEPU010000039.1	<>	na	Primary Assembly	529892	na
EDD18scaffold_40	unplaced-scaffold	na	na	JAUEPU010000040.1	<>	na	Primary Assembly	511403	na
EDD18scaffold_41	unplaced-scaffold	na	na	JAUEPU010000041.1	<>	na	Primary Assembly	509733	na
EDD18scaffold_42	unplaced-scaffold	na	na	JAUEPU010000042.1	<>	na	Primary Assembly	465718	na
EDD18scaffold_43	unplaced-scaffold	na	na	JAUEPU010000043.1	<>	na	Primary Assembly	461120	na
EDD18scaffold_44	unplaced-scaffold	na	na	JAUEPU010000044.1	<>	na	Primary Assembly	460078	na
EDD18scaffold_45	unplaced-scaffold	na	na	JAUEPU010000045.1	<>	na	Primary Assembly	443572	na
EDD18scaffold_46	unplaced-scaffold	na	na	JAUEPU010000046.1	<>	na	Primary Assembly	436613	na
EDD18scaffold_47	unplaced-scaffold	na	na	JAUEPU010000047.1	<>	na	Primary Assembly	430768	na
EDD18scaffold_48	unplaced-scaffold	na	na	JAUEPU010000048.1	<>	na	Primary Assembly	420639	na
EDD18scaffold_49	unplaced-scaffold	na	na	JAUEPU010000049.1	<>	na	Primary Assembly	418247	na
EDD18scaffold_50	unplaced-scaffold	na	na	JAUEPU010000050.1	<>	na	Primary Assembly	409856	na
EDD18scaffold_51	unplaced-scaffold	na	na	JAUEPU010000051.1	<>	na	Primary Assembly	408806	na
EDD18scaffold_52	unplaced-scaffold	na	na	JAUEPU010000052.1	<>	na	Primary Assembly	393748	na
EDD18scaffold_53	unplaced-scaffold	na	na	JAUEPU010000053.1	<>	na	Primary Assembly	366034	na
EDD18scaffold_54	unplaced-scaffold	na	na	JAUEPU010000054.1	<>	na	Primary Assembly	358274	na
EDD18scaffold_55	unplaced-scaffold	na	na	JAUEPU010000055.1	<>	na	Primary Assembly	355160	na
EDD18scaffold_56	unplaced-scaffold	na	na	JAUEPU010000056.1	<>	na	Primary Assembly	339531	na
EDD18scaffold_57	unplaced-scaffold	na	na	JAUEPU010000057.1	<>	na	Primary Assembly	337367	na
EDD18scaffold_58	unplaced-scaffold	na	na	JAUEPU010000058.1	<>	na	Primary Assembly	333932	na
EDD18scaffold_59	unplaced-scaffold	na	na	JAUEPU010000059.1	<>	na	Primary Assembly	325773	na
EDD18scaffold_60	unplaced-scaffold	na	na	JAUEPU010000060.1	<>	na	Primary Assembly	323079	na
EDD18scaffold_61	unplaced-scaffold	na	na	JAUEPU010000061.1	<>	na	Primary Assembly	320834	na
EDD18scaffold_62	unplaced-scaffold	na	na	JAUEPU010000062.1	<>	na	Primary Assembly	318107	na
EDD18scaffold_63	unplaced-scaffold	na	na	JAUEPU010000063.1	<>	na	Primary Assembly	312308	na
EDD18scaffold_64	unplaced-scaffold	na	na	JAUEPU010000064.1	<>	na	Primary Assembly	307433	na
EDD18scaffold_65	unplaced-scaffold	na	na	JAUEPU010000065.1	<>	na	Primary Assembly	295911	na
EDD18scaffold_66	unplaced-scaffold	na	na	JAUEPU010000066.1	<>	na	Primary Assembly	287026	na
EDD18scaffold_67	unplaced-scaffold	na	na	JAUEPU010000067.1	<>	na	Primary Assembly	286518	na
EDD18scaffold_68	unplaced-scaffold	na	na	JAUEPU010000068.1	<>	na	Primary Assembly	284992	na
EDD18scaffold_69	unplaced-scaffold	na	na	JAUEPU010000069.1	<>	na	Primary Assembly	284797	na
EDD18scaffold_70	unplaced-scaffold	na	na	JAUEPU010000070.1	<>	na	Primary Assembly	281266	na
EDD18scaffold_71	unplaced-scaffold	na	na	JAUEPU010000071.1	<>	na	Primary Assembly	272698	na
EDD18scaffold_72	unplaced-scaffold	na	na	JAUEPU010000072.1	<>	na	Primary Assembly	267067	na
EDD18scaffold_73	unplaced-scaffold	na	na	JAUEPU010000073.1	<>	na	Primary Assembly	266153	na
EDD18scaffold_74	unplaced-scaffold	na	na	JAUEPU010000074.1	<>	na	Primary Assembly	264204	na
EDD18scaffold_75	unplaced-scaffold	na	na	JAUEPU010000075.1	<>	na	Primary Assembly	263855	na
EDD18scaffold_76	unplaced-scaffold	na	na	JAUEPU010000076.1	<>	na	Primary Assembly	259302	na
EDD18scaffold_77	unplaced-scaffold	na	na	JAUEPU010000077.1	<>	na	Primary Assembly	252315	na
EDD18scaffold_78	unplaced-scaffold	na	na	JAUEPU010000078.1	<>	na	Primary Assembly	250950	na
EDD18scaffold_79	unplaced-scaffold	na	na	JAUEPU010000079.1	<>	na	Primary Assembly	250792	na
EDD18scaffold_80	unplaced-scaffold	na	na	JAUEPU010000080.1	<>	na	Primary Assembly	245021	na
EDD18scaffold_81	unplaced-scaffold	na	na	JAUEPU010000081.1	<>	na	Primary Assembly	244118	na
EDD18scaffold_82	unplaced-scaffold	na	na	JAUEPU010000082.1	<>	na	Primary Assembly	237116	na
EDD18scaffold_83	unplaced-scaffold	na	na	JAUEPU010000083.1	<>	na	Primary Assembly	234738	na
EDD18scaffold_84	unplaced-scaffold	na	na	JAUEPU010000084.1	<>	na	Primary Assembly	230716	na
EDD18scaffold_85	unplaced-scaffold	na	na	JAUEPU010000085.1	<>	na	Primary Assembly	229314	na
EDD18scaffold_86	unplaced-scaffold	na	na	JAUEPU010000086.1	<>	na	Primary Assembly	226618	na
EDD18scaffold_87	unplaced-scaffold	na	na	JAUEPU010000087.1	<>	na	Primary Assembly	225322	na
EDD18scaffold_88	unplaced-scaffold	na	na	JAUEPU010000088.1	<>	na	Primary Assembly	223561	na
EDD18scaffold_89	unplaced-scaffold	na	na	JAUEPU010000089.1	<>	na	Primary Assembly	219332	na
EDD18scaffold_90	unplaced-scaffold	na	na	JAUEPU010000090.1	<>	na	Primary Assembly	218416	na
EDD18scaffold_91	unplaced-scaffold	na	na	JAUEPU010000091.1	<>	na	Primary Assembly	217084	na
EDD18scaffold_92	unplaced-scaffold	na	na	JAUEPU010000092.1	<>	na	Primary Assembly	211872	na
EDD18scaffold_93	unplaced-scaffold	na	na	JAUEPU010000093.1	<>	na	Primary Assembly	210926	na
EDD18scaffold_94	unplaced-scaffold	na	na	JAUEPU010000094.1	<>	na	Primary Assembly	210554	na
EDD18scaffold_95	unplaced-scaffold	na	na	JAUEPU010000095.1	<>	na	Primary Assembly	203550	na
EDD18scaffold_96	unplaced-scaffold	na	na	JAUEPU010000096.1	<>	na	Primary Assembly	199936	na
EDD18scaffold_97	unplaced-scaffold	na	na	JAUEPU010000097.1	<>	na	Primary Assembly	198212	na
EDD18scaffold_98	unplaced-scaffold	na	na	JAUEPU010000098.1	<>	na	Primary Assembly	196147	na
EDD18scaffold_99	unplaced-scaffold	na	na	JAUEPU010000099.1	<>	na	Primary Assembly	195137	na
EDD18scaffold_100	unplaced-scaffold	na	na	JAUEPU010000100.1	<>	na	Primary Assembly	191940	na
EDD18scaffold_101	unplaced-scaffold	na	na	JAUEPU010000101.1	<>	na	Primary Assembly	191105	na
EDD18scaffold_102	unplaced-scaffold	na	na	JAUEPU010000102.1	<>	na	Primary Assembly	190586	na
EDD18scaffold_103	unplaced-scaffold	na	na	JAUEPU010000103.1	<>	na	Primary Assembly	185398	na
EDD18scaffold_104	unplaced-scaffold	na	na	JAUEPU010000104.1	<>	na	Primary Assembly	182589	na
EDD18scaffold_105	unplaced-scaffold	na	na	JAUEPU010000105.1	<>	na	Primary Assembly	181660	na
EDD18scaffold_106	unplaced-scaffold	na	na	JAUEPU010000106.1	<>	na	Primary Assembly	181267	na
EDD18scaffold_107	unplaced-scaffold	na	na	JAUEPU010000107.1	<>	na	Primary Assembly	179265	na
EDD18scaffold_108	unplaced-scaffold	na	na	JAUEPU010000108.1	<>	na	Primary Assembly	177955	na
EDD18scaffold_109	unplaced-scaffold	na	na	JAUEPU010000109.1	<>	na	Primary Assembly	175338	na
EDD18scaffold_110	unplaced-scaffold	na	na	JAUEPU010000110.1	<>	na	Primary Assembly	174142	na
EDD18scaffold_111	unplaced-scaffold	na	na	JAUEPU010000111.1	<>	na	Primary Assembly	173272	na
EDD18scaffold_112	unplaced-scaffold	na	na	JAUEPU010000112.1	<>	na	Primary Assembly	171918	na
EDD18scaffold_113	unplaced-scaffold	na	na	JAUEPU010000113.1	<>	na	Primary Assembly	170201	na
EDD18scaffold_114	unplaced-scaffold	na	na	JAUEPU010000114.1	<>	na	Primary Assembly	166937	na
EDD18scaffold_115	unplaced-scaffold	na	na	JAUEPU010000115.1	<>	na	Primary Assembly	166873	na
EDD18scaffold_116	unplaced-scaffold	na	na	JAUEPU010000116.1	<>	na	Primary Assembly	162936	na
EDD18scaffold_117	unplaced-scaffold	na	na	JAUEPU010000117.1	<>	na	Primary Assembly	162119	na
EDD18scaffold_118	unplaced-scaffold	na	na	JAUEPU010000118.1	<>	na	Primary Assembly	158855	na
EDD18scaffold_119	unplaced-scaffold	na	na	JAUEPU010000119.1	<>	na	Primary Assembly	155009	na
EDD18scaffold_120	unplaced-scaffold	na	na	JAUEPU010000120.1	<>	na	Primary Assembly	153859	na
EDD18scaffold_121	unplaced-scaffold	na	na	JAUEPU010000121.1	<>	na	Primary Assembly	152577	na
EDD18scaffold_122	unplaced-scaffold	na	na	JAUEPU010000122.1	<>	na	Primary Assembly	152522	na
EDD18scaffold_123	unplaced-scaffold	na	na	JAUEPU010000123.1	<>	na	Primary Assembly	151463	na
EDD18scaffold_124	unplaced-scaffold	na	na	JAUEPU010000124.1	<>	na	Primary Assembly	146967	na
EDD18scaffold_125	unplaced-scaffold	na	na	JAUEPU010000125.1	<>	na	Primary Assembly	145786	na
EDD18scaffold_126	unplaced-scaffold	na	na	JAUEPU010000126.1	<>	na	Primary Assembly	143305	na
EDD18scaffold_127	unplaced-scaffold	na	na	JAUEPU010000127.1	<>	na	Primary Assembly	142867	na
EDD18scaffold_128	unplaced-scaffold	na	na	JAUEPU010000128.1	<>	na	Primary Assembly	141024	na
EDD18scaffold_129	unplaced-scaffold	na	na	JAUEPU010000129.1	<>	na	Primary Assembly	139136	na
EDD18scaffold_130	unplaced-scaffold	na	na	JAUEPU010000130.1	<>	na	Primary Assembly	138568	na
EDD18scaffold_131	unplaced-scaffold	na	na	JAUEPU010000131.1	<>	na	Primary Assembly	138047	na
EDD18scaffold_132	unplaced-scaffold	na	na	JAUEPU010000132.1	<>	na	Primary Assembly	136199	na
EDD18scaffold_133	unplaced-scaffold	na	na	JAUEPU010000133.1	<>	na	Primary Assembly	135176	na
EDD18scaffold_134	unplaced-scaffold	na	na	JAUEPU010000134.1	<>	na	Primary Assembly	132046	na
EDD18scaffold_135	unplaced-scaffold	na	na	JAUEPU010000135.1	<>	na	Primary Assembly	130939	na
EDD18scaffold_136	unplaced-scaffold	na	na	JAUEPU010000136.1	<>	na	Primary Assembly	129811	na
EDD18scaffold_137	unplaced-scaffold	na	na	JAUEPU010000137.1	<>	na	Primary Assembly	128735	na
EDD18scaffold_138	unplaced-scaffold	na	na	JAUEPU010000138.1	<>	na	Primary Assembly	126813	na
EDD18scaffold_139	unplaced-scaffold	na	na	JAUEPU010000139.1	<>	na	Primary Assembly	126805	na
EDD18scaffold_140	unplaced-scaffold	na	na	JAUEPU010000140.1	<>	na	Primary Assembly	126554	na
EDD18scaffold_141	unplaced-scaffold	na	na	JAUEPU010000141.1	<>	na	Primary Assembly	125687	na
EDD18scaffold_142	unplaced-scaffold	na	na	JAUEPU010000142.1	<>	na	Primary Assembly	125495	na
EDD18scaffold_143	unplaced-scaffold	na	na	JAUEPU010000143.1	<>	na	Primary Assembly	123489	na
EDD18scaffold_144	unplaced-scaffold	na	na	JAUEPU010000144.1	<>	na	Primary Assembly	123195	na
EDD18scaffold_145	unplaced-scaffold	na	na	JAUEPU010000145.1	<>	na	Primary Assembly	122638	na
EDD18scaffold_146	unplaced-scaffold	na	na	JAUEPU010000146.1	<>	na	Primary Assembly	121759	na
EDD18scaffold_147	unplaced-scaffold	na	na	JAUEPU010000147.1	<>	na	Primary Assembly	120810	na
EDD18scaffold_148	unplaced-scaffold	na	na	JAUEPU010000148.1	<>	na	Primary Assembly	118816	na
EDD18scaffold_149	unplaced-scaffold	na	na	JAUEPU010000149.1	<>	na	Primary Assembly	118588	na
EDD18scaffold_150	unplaced-scaffold	na	na	JAUEPU010000150.1	<>	na	Primary Assembly	117752	na
EDD18scaffold_151	unplaced-scaffold	na	na	JAUEPU010000151.1	<>	na	Primary Assembly	116454	na
EDD18scaffold_152	unplaced-scaffold	na	na	JAUEPU010000152.1	<>	na	Primary Assembly	116350	na
EDD18scaffold_153	unplaced-scaffold	na	na	JAUEPU010000153.1	<>	na	Primary Assembly	115321	na
EDD18scaffold_154	unplaced-scaffold	na	na	JAUEPU010000154.1	<>	na	Primary Assembly	115242	na
EDD18scaffold_155	unplaced-scaffold	na	na	JAUEPU010000155.1	<>	na	Primary Assembly	114753	na
EDD18scaffold_156	unplaced-scaffold	na	na	JAUEPU010000156.1	<>	na	Primary Assembly	114262	na
EDD18scaffold_157	unplaced-scaffold	na	na	JAUEPU010000157.1	<>	na	Primary Assembly	113954	na
EDD18scaffold_158	unplaced-scaffold	na	na	JAUEPU010000158.1	<>	na	Primary Assembly	113651	na
EDD18scaffold_159	unplaced-scaffold	na	na	JAUEPU010000159.1	<>	na	Primary Assembly	113251	na
EDD18scaffold_160	unplaced-scaffold	na	na	JAUEPU010000160.1	<>	na	Primary Assembly	113096	na
EDD18scaffold_161	unplaced-scaffold	na	na	JAUEPU010000161.1	<>	na	Primary Assembly	110993	na
EDD18scaffold_162	unplaced-scaffold	na	na	JAUEPU010000162.1	<>	na	Primary Assembly	110860	na
EDD18scaffold_163	unplaced-scaffold	na	na	JAUEPU010000163.1	<>	na	Primary Assembly	110843	na
EDD18scaffold_164	unplaced-scaffold	na	na	JAUEPU010000164.1	<>	na	Primary Assembly	110761	na
EDD18scaffold_165	unplaced-scaffold	na	na	JAUEPU010000165.1	<>	na	Primary Assembly	107855	na
EDD18scaffold_166	unplaced-scaffold	na	na	JAUEPU010000166.1	<>	na	Primary Assembly	106865	na
EDD18scaffold_167	unplaced-scaffold	na	na	JAUEPU010000167.1	<>	na	Primary Assembly	106486	na
EDD18scaffold_168	unplaced-scaffold	na	na	JAUEPU010000168.1	<>	na	Primary Assembly	104794	na
EDD18scaffold_169	unplaced-scaffold	na	na	JAUEPU010000169.1	<>	na	Primary Assembly	101905	na
EDD18scaffold_170	unplaced-scaffold	na	na	JAUEPU010000170.1	<>	na	Primary Assembly	100387	na
EDD18scaffold_171	unplaced-scaffold	na	na	JAUEPU010000171.1	<>	na	Primary Assembly	99931	na
EDD18scaffold_172	unplaced-scaffold	na	na	JAUEPU010000172.1	<>	na	Primary Assembly	98576	na
EDD18scaffold_173	unplaced-scaffold	na	na	JAUEPU010000173.1	<>	na	Primary Assembly	98184	na
EDD18scaffold_174	unplaced-scaffold	na	na	JAUEPU010000174.1	<>	na	Primary Assembly	97785	na
EDD18scaffold_175	unplaced-scaffold	na	na	JAUEPU010000175.1	<>	na	Primary Assembly	97648	na
EDD18scaffold_176	unplaced-scaffold	na	na	JAUEPU010000176.1	<>	na	Primary Assembly	97177	na
EDD18scaffold_177	unplaced-scaffold	na	na	JAUEPU010000177.1	<>	na	Primary Assembly	96314	na
EDD18scaffold_178	unplaced-scaffold	na	na	JAUEPU010000178.1	<>	na	Primary Assembly	95594	na
EDD18scaffold_179	unplaced-scaffold	na	na	JAUEPU010000179.1	<>	na	Primary Assembly	95565	na
EDD18scaffold_180	unplaced-scaffold	na	na	JAUEPU010000180.1	<>	na	Primary Assembly	95510	na
EDD18scaffold_181	unplaced-scaffold	na	na	JAUEPU010000181.1	<>	na	Primary Assembly	94088	na
EDD18scaffold_182	unplaced-scaffold	na	na	JAUEPU010000182.1	<>	na	Primary Assembly	93930	na
EDD18scaffold_183	unplaced-scaffold	na	na	JAUEPU010000183.1	<>	na	Primary Assembly	93676	na
EDD18scaffold_184	unplaced-scaffold	na	na	JAUEPU010000184.1	<>	na	Primary Assembly	93364	na
EDD18scaffold_185	unplaced-scaffold	na	na	JAUEPU010000185.1	<>	na	Primary Assembly	92281	na
EDD18scaffold_186	unplaced-scaffold	na	na	JAUEPU010000186.1	<>	na	Primary Assembly	90834	na
EDD18scaffold_187	unplaced-scaffold	na	na	JAUEPU010000187.1	<>	na	Primary Assembly	90632	na
EDD18scaffold_188	unplaced-scaffold	na	na	JAUEPU010000188.1	<>	na	Primary Assembly	89994	na
EDD18scaffold_189	unplaced-scaffold	na	na	JAUEPU010000189.1	<>	na	Primary Assembly	89635	na
EDD18scaffold_190	unplaced-scaffold	na	na	JAUEPU010000190.1	<>	na	Primary Assembly	89297	na
EDD18scaffold_191	unplaced-scaffold	na	na	JAUEPU010000191.1	<>	na	Primary Assembly	89225	na
EDD18scaffold_192	unplaced-scaffold	na	na	JAUEPU010000192.1	<>	na	Primary Assembly	87656	na
EDD18scaffold_193	unplaced-scaffold	na	na	JAUEPU010000193.1	<>	na	Primary Assembly	87549	na
EDD18scaffold_194	unplaced-scaffold	na	na	JAUEPU010000194.1	<>	na	Primary Assembly	87535	na
EDD18scaffold_195	unplaced-scaffold	na	na	JAUEPU010000195.1	<>	na	Primary Assembly	86849	na
EDD18scaffold_196	unplaced-scaffold	na	na	JAUEPU010000196.1	<>	na	Primary Assembly	85995	na
EDD18scaffold_197	unplaced-scaffold	na	na	JAUEPU010000197.1	<>	na	Primary Assembly	85992	na
EDD18scaffold_198	unplaced-scaffold	na	na	JAUEPU010000198.1	<>	na	Primary Assembly	85323	na
EDD18scaffold_199	unplaced-scaffold	na	na	JAUEPU010000199.1	<>	na	Primary Assembly	84135	na
EDD18scaffold_200	unplaced-scaffold	na	na	JAUEPU010000200.1	<>	na	Primary Assembly	83896	na
EDD18scaffold_201	unplaced-scaffold	na	na	JAUEPU010000201.1	<>	na	Primary Assembly	83300	na
EDD18scaffold_202	unplaced-scaffold	na	na	JAUEPU010000202.1	<>	na	Primary Assembly	82578	na
EDD18scaffold_203	unplaced-scaffold	na	na	JAUEPU010000203.1	<>	na	Primary Assembly	82473	na
EDD18scaffold_204	unplaced-scaffold	na	na	JAUEPU010000204.1	<>	na	Primary Assembly	82029	na
EDD18scaffold_205	unplaced-scaffold	na	na	JAUEPU010000205.1	<>	na	Primary Assembly	82024	na
EDD18scaffold_206	unplaced-scaffold	na	na	JAUEPU010000206.1	<>	na	Primary Assembly	81572	na
EDD18scaffold_207	unplaced-scaffold	na	na	JAUEPU010000207.1	<>	na	Primary Assembly	80617	na
EDD18scaffold_208	unplaced-scaffold	na	na	JAUEPU010000208.1	<>	na	Primary Assembly	80562	na
EDD18scaffold_209	unplaced-scaffold	na	na	JAUEPU010000209.1	<>	na	Primary Assembly	79925	na
EDD18scaffold_210	unplaced-scaffold	na	na	JAUEPU010000210.1	<>	na	Primary Assembly	78773	na
EDD18scaffold_211	unplaced-scaffold	na	na	JAUEPU010000211.1	<>	na	Primary Assembly	78771	na
EDD18scaffold_212	unplaced-scaffold	na	na	JAUEPU010000212.1	<>	na	Primary Assembly	78345	na
EDD18scaffold_213	unplaced-scaffold	na	na	JAUEPU010000213.1	<>	na	Primary Assembly	76842	na
EDD18scaffold_214	unplaced-scaffold	na	na	JAUEPU010000214.1	<>	na	Primary Assembly	76694	na
EDD18scaffold_215	unplaced-scaffold	na	na	JAUEPU010000215.1	<>	na	Primary Assembly	76540	na
EDD18scaffold_216	unplaced-scaffold	na	na	JAUEPU010000216.1	<>	na	Primary Assembly	75503	na
EDD18scaffold_217	unplaced-scaffold	na	na	JAUEPU010000217.1	<>	na	Primary Assembly	75502	na
EDD18scaffold_218	unplaced-scaffold	na	na	JAUEPU010000218.1	<>	na	Primary Assembly	74619	na
EDD18scaffold_219	unplaced-scaffold	na	na	JAUEPU010000219.1	<>	na	Primary Assembly	74414	na
EDD18scaffold_220	unplaced-scaffold	na	na	JAUEPU010000220.1	<>	na	Primary Assembly	74395	na
EDD18scaffold_221	unplaced-scaffold	na	na	JAUEPU010000221.1	<>	na	Primary Assembly	74307	na
EDD18scaffold_222	unplaced-scaffold	na	na	JAUEPU010000222.1	<>	na	Primary Assembly	73907	na
EDD18scaffold_223	unplaced-scaffold	na	na	JAUEPU010000223.1	<>	na	Primary Assembly	72729	na
EDD18scaffold_224	unplaced-scaffold	na	na	JAUEPU010000224.1	<>	na	Primary Assembly	72399	na
EDD18scaffold_225	unplaced-scaffold	na	na	JAUEPU010000225.1	<>	na	Primary Assembly	72216	na
EDD18scaffold_226	unplaced-scaffold	na	na	JAUEPU010000226.1	<>	na	Primary Assembly	71979	na
EDD18scaffold_227	unplaced-scaffold	na	na	JAUEPU010000227.1	<>	na	Primary Assembly	71842	na
EDD18scaffold_228	unplaced-scaffold	na	na	JAUEPU010000228.1	<>	na	Primary Assembly	68888	na
EDD18scaffold_229	unplaced-scaffold	na	na	JAUEPU010000229.1	<>	na	Primary Assembly	68450	na
EDD18scaffold_230	unplaced-scaffold	na	na	JAUEPU010000230.1	<>	na	Primary Assembly	67369	na
EDD18scaffold_231	unplaced-scaffold	na	na	JAUEPU010000231.1	<>	na	Primary Assembly	67220	na
EDD18scaffold_232	unplaced-scaffold	na	na	JAUEPU010000232.1	<>	na	Primary Assembly	67168	na
EDD18scaffold_233	unplaced-scaffold	na	na	JAUEPU010000233.1	<>	na	Primary Assembly	66809	na
EDD18scaffold_234	unplaced-scaffold	na	na	JAUEPU010000234.1	<>	na	Primary Assembly	66733	na
